"rownum","rid","rid","i32"
0,9470,4235,241092318
1,9929,4236,-689546065
2,9932,4237,-325229012
3,12089,4238,-1063459755
4,11310,4239,75060906
5,12326,4240,-1546708750
6,10725,4241,-662122049
7,12324,4242,-1222371971
8,11405,4243,-1473032832
9,9717,4244,-1989133468
10,12323,4245,-1868712728
11,11293,4246,359955857
12,11288,4247,1311467939
13,12060,4248,-974544988
14,10723,4249,-829142474
15,11408,4250,1238657137
16,10722,4251,1556548718
17,12322,4252,898977981
18,12321,4253,1852863866
19,12325,4254,-1926555720
20,11323,4255,-1097381000
21,11308,4256,-447349213
22,12058,4257,-1707305483
23,11322,4258,1881520832
24,9472,4259,809946488
25,9665,4260,-161837024
26,11410,4261,1438706210
27,12087,4262,-1810728202
28,11291,4263,79690690
29,12013,4264,1470875728
30,9477,4265,-1454885063
31,12088,4266,-1136793470
32,12327,4267,-845083795
33,12016,4268,-1617665736
34,9661,4269,1589443200
35,9716,4270,217182782
36,11324,4271,-1054218304
37,9479,4272,-1934913649
38,9471,4273,-2144854266
39,11406,4274,-961543441
40,10721,4275,-10258181
41,9935,4276,178471226
42,9972,4277,-679831597
43,9785,4278,-551198725
44,7391,4279,823943942
45,9936,4280,1695138765
46,9821,4281,1042835715
47,12085,4282,-1187591138
48,11289,4283,-1804003392
49,11306,4284,2144048919
50,9787,4285,2105666940
51,11350,4286,-833557100
52,9722,4287,2019732113
53,9482,4288,-1298118145
54,9965,4289,-1836970706
55,9780,4290,179196667
56,9814,4291,-1209413694
57,9775,4292,-1352400808
58,9822,4293,-1582580517
59,9820,4294,-320557881
60,9778,4295,1998717565
61,9664,4296,-1696045501
62,9934,4297,581689
63,9772,4298,-994766805
64,12012,4299,1121449463
65,9967,4300,988602414
66,9938,4301,-1890125108
67,9776,4302,1670272265
68,9968,4303,1061245871
69,9788,4304,-1563579594
70,9777,4305,-837436368
71,9818,4306,-1313379392
72,9784,4307,591994908
73,11320,4308,-651769882
74,9971,4309,-1624983573
75,9964,4310,-1899326666
76,9969,4311,1064830047
77,9781,4312,1606123339
78,9819,4313,-886237039
79,9475,4314,757782947
80,9817,4315,-1647971224
81,12057,4316,-1980116762
82,9970,4317,2137168354
83,12084,4318,-1869137618
84,9930,4319,-373197846
85,11290,4320,-886386091
86,9725,4321,-875129113
87,9789,4322,-526910390
88,9815,4323,-823223660
89,9962,4324,-1175504486
90,9724,4325,1281500251
91,9963,4326,-2011908844
92,9473,4327,354591994
93,11305,4328,1894967284
94,10724,4329,1053791753
95,11409,4330,267878817
96,11309,4331,-1384579337
97,12059,4332,-137543231
98,9723,4333,1681370264
99,12055,4334,1527329667
100,9465,4335,1321370010
101,9933,4336,1282291954
102,9823,4337,-244634798
103,9773,4338,-1904121572
104,9474,4339,-1292623951
105,9476,4340,1412694076
106,12056,4341,1097432357
107,12011,4342,269078685
108,10720,4343,1939001032
109,9670,4344,-236396037
110,12086,4345,-1542459129
111,9667,4346,355093100
112,11321,4347,-244270725
113,11407,4348,2020276108
114,9779,4349,791923414
115,12014,4350,-152564983
116,9816,4351,845586367
117,11319,4352,1030607070
118,9468,4353,1428447258
119,9669,4354,1662453964
120,9663,4355,1086159006
121,9662,4356,-1243592460
122,9666,4357,1720992431
123,12470,4358,656298985
124,12471,4359,582388939
125,9668,4360,-1330428925
126,11307,4361,10691341
127,12015,4362,-755425869
128,9467,4363,-1442511853
129,9469,4364,1506993028
130,9721,4365,670027263
131,9774,4366,893483974
132,9937,4367,556899756
133,9466,4368,948244203
134,9720,4369,309564985
135,9786,4370,644717207
136,9966,4371,201423924
137,11292,4372,-425516541
138,9718,4373,1890357588
139,9719,4374,-1603423061
140,9478,4375,788156195
141,9931,4376,-1957681611
142,13920,4377,2045753637
143,7405,4378,-128896791
144,7801,4379,1955122677
145,7369,4380,962398136
146,7508,4381,577143885
147,7586,4382,918643125
148,9373,4383,229705408
149,11403,4384,-1063709812
150,11490,4385,1730251011
151,9783,4386,1218467030
152,9374,4387,-1450684016
153,9825,4388,-829065843
154,11491,4389,615496637
155,10726,4390,951233410
156,11404,4391,-1970844477
157,7587,4392,700761527
158,7509,4393,998675723
159,9939,4394,-1986309304
