"rownum","BaseItemType","Scaling","Name"
0,3859,0.85,"Bazira"
1,3860,0.85,"Tsvet Matvei"
2,3861,0.85,"Bazira"
3,3862,0.85,"Count Geonor"
4,3863,0.85,"The Crimson Scribe"
5,3864,0.85,"The Midnight Tinkerer"
6,3865,0.85,"Aline Koltz"
7,3866,0.85,"Tsvet Matvei"
8,3867,0.85,"Administrator Qotra"
9,3868,0.85,"Count Geonor"
10,3869,0.85,"Nishem"
11,3870,0.85,"Aline Koltz"
12,3871,0.85,"Count Geonor"
13,3872,0.85,"Marcine Clavus"
14,3873,0.85,"Marcine Clavus"
15,3874,0.85,"Marcine Clavus"
16,3875,0.85,"Marcine Clavus"
17,3876,0.85,"Marcine Clavus"
18,3877,1.2,"Selwyn Eddard"
19,3878,1.2,"Kondor Larcius"
20,3879,1.2,"Grond Ironeye"
21,3880,1.2,"Bazira"
22,3881,1.2,"Bazira"
23,3882,1.2,"Kondor Larcius"
24,3883,1.2,"The Crimson Scribe"
25,3884,1.2,"Administrator Qotra"
26,3885,1.2,"Administrator Qotra"
27,3886,1.2,"The Crimson Scribe"
28,3887,1.2,"Remus Hestor"
29,3888,1.2,"Nishem"
30,3889,1.2,"The Crimson Scribe"
31,3890,1.2,"Anton Laffrey"
32,3891,1.5,"Tsvet Matvei"
33,3892,1.5,"Kondor Larcius"
34,3893,1.5,"The Midnight Tinkerer"
35,3894,1.5,"Bazira"
36,3895,1.5,"Kondor Larcius"
37,3896,1.5,"The Crimson Scribe"
38,3897,3,"Administrator Qotra"
39,3898,3,"Cardinal Uthelius"
40,3899,3,"Castor Pollinius III"
41,3900,0.3,""
42,3901,0.3,""
43,3902,0.3,""
44,3903,0.3,""
45,3904,0.3,""
46,3905,0.3,""
47,3906,0,"Karst"
48,3907,0,"Karst"
49,3908,0,"Karst"
50,3909,0,"Tibbs"
51,3910,0,"Tibbs"
52,3911,0,"Huck"
53,3912,0,"Huck"
54,3913,0,"Vinderi"
55,3914,0,"Vinderi"
56,3915,0,"Gianna"
57,3916,0,"Gianna"
58,3917,0,"Tullina"
59,3918,0,"Tullina"
60,3919,0,"Niles"
61,3920,0,"Niles"
62,3921,0,"Nenet"
63,3922,0,"Nenet"
64,3923,0,"Isla"
65,3924,0,"Isla"
66,3925,0,"Isla"
67,3926,0,"Adiyah"
68,3927,0,"Adiyah"
69,3928,0,"Adiyah"
70,3929,0,"Whakano"
71,3930,0,"Whakano"
72,3931,0,"Whakano"
73,3932,0,"Faustus"
74,3934,0,"Faustus"
75,3935,0,"Faustus"
76,3936,0,"Kurai"
77,3937,0,"Kurai"
78,3938,0,"Kurai"
79,3939,0,"Kurai"
