"rownum","Id","rid","[rid]","Gem","BK2File"
0,"ProxyKey1",0,[12],1813,"Art/Videos/ChinaSkillVideos/Guardian_Lightningtendrils+eleprolif.BK2"
1,"ProxyKey2",7,[12],1682,"Art/Videos/ChinaSkillVideos/Guardian_Clarity.BK2"
2,"ProxyKey3",10,[12],1662,"Art/Videos/ChinaSkillVideos/Guardian_Firestorm.BK2"
3,"ProxyKey4",2,[12],1900,"Art/Videos/ChinaSkillVideos/Guardian_Lightningtendrils+eleprolif+stormBarrier.BK2"
4,"ProxyKey5",3,"[11,12]",1704,"Art/Videos/ChinaSkillVideos/HeirophantGuard_FlameTotem.BK2"
5,"ProxyKey6",8,"[11,12]",1592,"Art/Videos/ChinaSkillVideos/HeirophantGuard_FlameTotem+LightningDamage.BK2"
6,"ProxyKey7",0,[11],1867,"Art/Videos/ChinaSkillVideos/Heirophant_Frostbolt+eleprolif.BK2"
7,"ProxyKey8",7,[11],1832,"Art/Videos/ChinaSkillVideos/Hierophant_FlameDash.BK2"
8,"ProxyKey9",10,[11],1556,"Art/Videos/ChinaSkillVideos/Heirophant_IceNova.BK2"
9,"ProxyKey10",2,[11],1892,"Art/Videos/ChinaSkillVideos/Heirophant_Frostbolt+Eleprolif+surge.BK2"
10,"ProxyKey11",0,[10],1792,"Art/Videos/ChinaSkillVideos/Inquisitor_Moltenstrike+Eleprolif.BK2"
11,"ProxyKey13",8,[10],1583,"Art/Videos/ChinaSkillVideos/Inquisitor_AncestralProtector+FireDamage.BK2"
12,"ProxyKey14",7,[10],1557,"Art/Videos/ChinaSkillVideos/Inquisitor_LeapSlam.BK2"
13,"ProxyKey15",10,[10],1581,"Art/Videos/ChinaSkillVideos/Inquisitor_StaticStrike.BK2"
14,"ProxyKey16",2,[10],1903,"Art/Videos/ChinaSkillVideos/Inquisitor_MoltenStrike+eleprolif+AncestralCall.BK2"
15,"ProxyKey17",2,[15],1891,"Art/Videos/ChinaSkillVideos/Champion_Molten+Bleed+Onslaught.BK2"
16,"ProxyKey18",0,"[14,15]",1792,"Art/Videos/ChinaSkillVideos/SlayerChampion_MoltenStrike+Bleed.BK2"
17,"ProxyKey19",8,[14],1583,"Art/Videos/ChinaSkillVideos/Gladiator_Vigilant+FireDamage.BK2"
18,"ProxyKey20",3,[14],1834,"Art/Videos/ChinaSkillVideos/Gladiator_Vigilant.BK2"
19,"ProxyKey21",2,[14],1903,"Art/Videos/ChinaSkillVideos/Gladiator_Molten+Bleed+AncestralCall.BK2"
20,"ProxyKey87",8,[15],1583,"Art/Videos/ChinaSkillVideos/Champion_Protector+FireDamage.BK2"
21,"ProxyKey23",7,"[13,14,15]",1557,"Art/Videos/ChinaSkillVideos/SlayerGladChamp_LeapSlam.BK2"
22,"ProxyKey24",10,"[13,14,15]",1567,"Art/Videos/ChinaSkillVideos/SlayerGladChamp_Lacerate.BK2"
23,"ProxyKey25",0,[13],1563,"Art/Videos/ChinaSkillVideos/Slayer_Cleave+Bleed.BK2"
