"rownum","ModsKey","AtlasModTiers"
0,12953,2
1,12954,2
2,12955,3
3,12956,2
4,12957,3
5,12958,2
6,12959,3
7,12960,2
8,12961,3
9,12962,2
10,12963,2
11,12964,3
12,12965,2
13,12966,3
14,12967,2
15,12968,3
16,12969,2
17,12970,3
18,12971,2
19,12972,3
20,12973,2
21,12974,3
22,12975,2
23,12976,2
24,12977,2
25,12978,2
26,12979,3
27,12980,2
28,12981,3
29,12982,2
30,12983,3
31,12984,2
32,12985,3
33,12986,2
34,12987,3
35,12988,2
36,12989,3
37,12990,2
38,12991,3
39,12992,2
40,12993,2
41,12994,3
42,12995,2
43,12996,3
44,12997,2
45,12998,3
46,12999,2
47,13000,3
48,13001,2
49,13002,3
50,13003,2
51,13004,3
52,13005,2
53,13006,3
54,13007,2
55,13008,3
56,13009,2
57,13010,3
58,13011,2
59,13012,3
60,13013,2
61,13014,3
62,13015,2
63,13016,3
64,13017,2
65,13018,3
66,13019,2
67,13020,3
68,13021,2
69,13022,3
70,13023,2
71,13024,3
72,13025,2
73,13026,3
74,13027,2
75,13028,3
76,13029,2
77,13030,3
78,13031,2
79,13032,3
80,13033,2
81,13034,3
82,13035,2
83,13036,3
84,13037,2
85,13038,3
86,13039,2
87,13040,3
88,13041,2
89,13042,3
90,13043,2
91,13044,3
92,13047,2
93,13048,3
94,13049,2
95,13050,3
96,13051,2
97,13052,3
98,13053,2
99,13054,2
100,13055,2
101,13056,3
102,13057,3
103,13058,3
104,13059,2
105,13060,3
106,13061,2
107,13062,3
108,20499,2
109,20500,3
110,20510,2
111,20511,3
112,20514,2
113,20515,3
114,20516,2
115,20517,3
116,20518,2
117,20519,2
118,20520,2
119,20521,3
120,20522,2
121,20523,3
122,20524,2
123,20567,2
124,20568,3
125,20571,2
126,20572,3
127,20808,2
128,20809,3
129,20962,2
130,20963,3
131,22040,2
132,22041,3
133,22785,2
134,22786,3
135,22781,2
136,22782,3
137,24349,2
138,24350,3
139,24351,2
140,24352,3
