"rownum","WordsKey","ItemVisualIdentityKey","UniqueStashTypesKey","i32","i32","OverrideWidth","OverrideHeight","ShowIfEmptyChallengeLeague","ShowIfEmptyStandard","RenamedVersion","BaseVersion","IsAlternateArt"
0,41,7794,7,0,0,0,0,1,1,"","",""
1,42,7795,6,0,0,1,3,1,1,"","",""
2,43,7796,1,0,0,0,0,1,1,"","",""
3,44,7797,2,0,0,0,0,1,1,"","",""
4,45,7798,2,1,0,0,0,1,1,"","",""
5,47,7799,2,2,0,0,0,1,1,"","",""
6,48,7800,9,0,0,0,0,1,1,"","",""
7,49,7801,1,1,0,0,0,"","","","",""
8,50,7802,15,0,0,0,0,1,1,"","",""
9,51,7803,4,0,0,0,0,1,1,"","",""
10,52,7804,9,2,0,0,0,1,1,"","",""
11,53,7805,6,2,0,2,3,1,1,"","",""
12,54,7806,16,0,0,0,0,1,1,"","",""
13,55,7807,16,2,0,0,0,1,1,"","",""
14,56,7808,9,4,0,0,0,1,1,"","",""
15,58,7810,8,0,0,0,0,1,1,"","",""
16,59,7811,8,2,0,0,0,1,1,"","",""
17,60,7813,6,4,0,0,0,1,1,"","",""
18,61,7814,6,6,0,0,0,1,1,"","",""
19,62,7815,2,3,0,0,0,1,1,"","",""
20,64,7817,2,4,0,0,0,1,1,"","",""
21,66,7819,11,0,0,0,0,"","","","",""
22,67,7820,1,2,0,0,0,1,1,"","",""
23,68,7821,1,3,0,0,0,1,1,"","",""
24,70,7823,1,4,0,0,0,1,1,"","",""
25,71,7824,15,2,0,0,0,1,1,"","",""
26,72,7825,15,4,0,0,0,1,1,"","",""
27,74,7827,16,4,0,0,0,1,1,"","",""
28,75,7828,16,6,0,0,0,1,1,"","",""
29,76,7829,16,8,0,0,0,1,1,"","",""
30,77,7830,16,10,0,0,0,1,1,"","",""
31,78,7831,16,12,0,0,0,1,1,"","",""
32,79,7832,16,14,0,0,0,1,1,"","",""
33,80,7833,16,16,0,0,0,"","","","",""
34,81,7834,16,18,0,0,0,1,1,"","",""
35,82,7835,16,20,0,0,0,1,1,"","",""
36,83,7836,1,5,0,0,0,1,1,"","",""
37,84,7837,14,0,0,0,0,1,1,"","",""
38,85,7838,4,1,0,0,0,1,1,"","",""
39,86,7839,14,2,0,0,0,1,1,"","",""
40,88,7841,14,4,0,0,0,1,1,"","",""
41,89,7842,14,6,0,0,0,1,1,"","",""
42,90,7843,14,8,0,0,0,1,1,"","",""
43,91,7844,14,10,0,0,0,1,1,"","",""
44,92,7845,14,12,0,0,0,1,1,"","",""
45,93,7846,13,0,0,0,0,1,1,"","",""
46,94,7847,13,2,0,0,0,1,1,"","",""
47,95,7848,13,4,0,0,0,1,1,"","",""
48,96,7849,13,6,0,0,0,1,1,"","",""
49,97,7850,13,8,0,0,0,1,1,"","",""
50,98,7851,13,10,0,0,0,1,1,"","",""
51,99,7852,13,12,0,0,0,1,1,"","",""
