"rownum","Id","Name","IsCategory","Category"
0,"Specials","Specials",1,""
1,"NewItems","New",1,""
2,"StashTabs","Stash Tabs",1,""
3,"Bundles","Bundles",1,""
4,"ArmourEffects","Armour",1,""
5,"BackAttachments","Back Attachments",1,""
6,"WeaponEffects","Weapon",1,""
7,"FinisherEffects","Finisher Effects",1,""
8,"Portals","Portals",1,""
9,"AlternateSkillEffects","Skill Effects",1,""
10,"CharacterEffects","Character",1,""
11,"FootprintEffects","Footprints",1,""
12,"Guild","Guild",1,""
13,"GuildHideout","Guild Hideout",1,""
14,"Pets","Pets",1,""
15,"Hideout","Hideout",1,""
16,"Consumable","Consumable","",""
17,"MysteryPacks","Mystery Packs","",16
18,"MostPopular","Most Popular","",""
19,"AccountFeatures","Account Features",1,""
20,"ClassicEffects","Classic Effects","",""
21,"TencentHotAndNew","Hot and New",1,""
22,"TencentAccountFunctions","Account Functions",1,""
23,"TencentGuildFunctions","Guild Functions",1,""
24,"TencentCosmetics","Cosmetics",1,""
25,"TencentBackAttachments","Back Attachments",1,""
26,"TencentWeaponEffects","Weapon Effects",1,""
27,"TencentSkillEffects","Skill Effects",1,""
28,"TencentCharacterEffects","Character Effects",1,""
29,"TencentFootprintsEffects","Footprints Effects",1,""
30,"TencentPortalEffects","Portal Effects",1,""
31,"TencentPets","Pets",1,""
32,"TencentHideout","Hideout",1,""
33,"TencentTradeableMicrotransactions","Tradeable Microtransaction",1,""
34,"TencentSecondary","Tencent Misc","",""
35,"CursorMtx","Cursor Skin","",""
36,"HUDMtx","HUD Skin","",""
37,"JewelMtx","Passive Jewel Skin","",""
38,"FlaskMtx","Flask Skin","",""
39,"BeltMtx","Belt Skin","",""
40,"AmuletMtx","Amulet Skin","",""
41,"WeaponSkin1Mtx","Weapon Skin","",""
42,"WeaponSkin2Mtx","Weapon Skin","",""
43,"WeaponEffect1Mtx","Weapon Effect","",""
44,"WeaponEffect2Mtx","Weapon Effect","",""
45,"WeaponAddedEffect1Mtx","Weapon Added Effect","",""
46,"WeaponAddedEffect2Mtx","Weapon Added Effect","",""
47,"HelmetSkinMtx","Helmet Skin","",4
48,"HelmetAttachmentMtx","Helmet Attachment","",4
49,"ArmourSkinMtx","Armour Skin","",4
50,"ArmourAttachmentMtx","Armour Attachment","",4
51,"GlovesMtx","Gloves","",4
52,"BootsMtx","Boots","",4
53,"FootprintsMtx","Footprints","",""
54,"ShieldSkin","Shield Skin","",""
55,"ApparitionMtx","Apparition","",""
56,"CharacterEffectMtx","Character Effect","",""
57,"PetMtx","Pet","",""
58,"SocialFrameMtx","Social Frame","",""
59,"PortraitMtx","Portrait","",""
60,"PortalMtx","Portal","",""
61,"RingMtx","Ring Skin","",""
62,"HipAttachmentMtx","Hip Attachment","",""
63,"SlotlessMtx","[DNT]","",""
64,"AlternateCharges","Alternate Charge Skin","",10
65,"AncestralCallMtx","Ancestral Call","",9
66,"AncestralWarchiefMtx","Ancestral Warchief","",9
67,"AngerMtx","Anger","",9
68,"ArcMtx","Arc","",9
69,"ArcticArmourMtx","Arctic Armour","",9
70,"BallLightningMtx","Ball Lightning","",9
71,"BarrageMtx","Barrage","",9
72,"BladefallMtx","Bladefall","",9
73,"BladeflurryMtx","Blade Flurry","",9
74,"BladeVortexMtx","Blade Vortex","",9
75,"BlasphemyMtx","Blasphemy","",9
76,"BlastRainMtx","Blast Rain","",9
77,"BlinkArrowMtx","Blink Arrow","",9
78,"BloodRageMtx","Blood Rage","",9
79,"ClarityMtx","Clarity","",9
80,"CleaveMtx","Cleave","",9
81,"ChargedDashMtx","Charged Dash","",9
82,"ColdSnapMtx","Cold Snap","",9
83,"ContagionMtx","Contagion","",9
84,"ConvocationMtx","Convocation","",9
85,"CremationMtx","Cremation","",9
86,"CycloneMtx","Cyclone","",9
87,"DecoyTotemMtx","Decoy Totem","",9
88,"DesecrateMtx","Desecrate","",9
89,"DeterminationMtx","Determination","",9
90,"DevouringTotemMtx","Devouring Totem","",9
91,"DischargeMtx","Discharged","",9
92,"DisciplineMtx","Discipline","",9
93,"DoubleStrikeMtx","Double Strike","",9
94,"EarthquakeMtx","Earthquake","",9
95,"ElementalHitMtx","Elemental Hit","",9
96,"EssenceDrainMtx","Essence Drain","",9
97,"EtherealKnivesMtx","Ethereal Knives","",9
98,"FireballMtx","Fireball","",9
99,"FirestormMtx","Firestorm","",9
100,"FlameblastMtx","Flameblast","",9
101,"FlameDashMtx","Flame Dash","",9
102,"FlameTotemMtx","Holy Flame Totem","",9
103,"FlickerStrikeMtx","Flicker Strike","",9
104,"FreezingPulseMtx","Freezing Pulse","",9
105,"FrostBladesMtx","Frost Blades","",9
106,"FrostBoltMtx","Frostbolt","",9
107,"FrostBoltNovaMtx","Vortex","",9
108,"FrostBombMtx","Frost Bomb","",9
109,"GlacialCascadeMtx","Glacial Cascade","",9
110,"GraceMtx","Grace","",9
111,"GroundSlamMtx","Ground Slam","",9
112,"HasteMtx","Haste","",9
113,"HatredMtx","Hatred","",9
114,"HeraldOfAgonyMtx","Herald of Agony","",9
115,"HeraldOfAshMtx","Herald of Ash","",9
116,"HeraldOfIceMtx","Herald of Ice","",9
117,"HeraldOfLightMtx","Herald of Purity","",9
118,"HeraldOfThunderMtx","Herald of Thunder","",9
119,"HexblastMtx","Hexblast","",9
120,"HolyRelicMtx","Summon Holy Relic","",9
121,"IceNovaMtx","Ice Nova","",9
122,"IceSpearMtx","Ice Spear","",9
123,"IceTrapMtx","Ice Trap","",9
124,"ImmortalCallMtx","Immortal Call","",9
125,"IncinerateMtx","Incinerate","",9
126,"KineticBlastMtx","Kinetic Blast","",9
127,"LacerateMtx","Lacerate","",9
128,"LightningSpireMtx","Lightning Spire","",9
129,"LightningWarpMtx","Lightning Warp","",9
130,"LeapSlamMtx","Leap Slam","",9
131,"LightningArrowMtx","Lightning Arrow","",9
132,"MagmaOrbMtx","Rolling Magma","",9
133,"MirageArcherMtx","Mirage Archer","",9
134,"MirrorArrowMtx","Mirror Arrow","",9
135,"MoltenShellMtx","Molten Shell","",9
136,"MoltenStrikeMtx","Molten Strike","",9
137,"OrbOfStormsMtx","Orb of Storms","",9
138,"PhaseRunMtx","Phase Run","",9
139,"CausticArrowMtx","Caustic Arrow","",9
140,"PurityMtx","Purity","",9
141,"PurityofFireMtx","Purity of Fire","",9
142,"PurityofIceMtx","Purity of Ice","",9
143,"PurityofLightningMtx","Purity of Lightning","",9
144,"RainOfArrowsMtx","Rain of Arrows","",9
145,"RaiseSpectreMtx","Raise Spectre","",9
146,"RaiseZombieMtx","Raise Zombie","",9
147,"ReaveMtx","Reave","",9
148,"RejuvenationTotemMtx","Rejuvenation Totem","",9
149,"RighteousFireMtx","Righteous Fire","",9
150,"ScorchingRayMtx","Scorching Ray","",9
151,"ScourgeArrowMtx","Scourge Arrow","",9
152,"SearingBondMtx","Searing Bond","",9
153,"ShieldChargeMtx","Shield Charge","",9
154,"ShockNovaMtx","Shock Nova","",9
155,"ShockwaveTotemMtx","Shockwave Totem","",9
156,"SiegeBallistaMtx","Siege Ballista","",9
157,"SparkMtx","Spark","",9
158,"SpectralShieldThrowMtx","Spectral Shield Throw","",9
159,"SplitArrowMtx","Split Arrow","",9
160,"StormCallMtx","Storm Call","",9
161,"SummonChaosGolemMtx","Summon Chaos Golem","",9
162,"SummonFlameGolemMtx","Summon Flame Golem","",9
163,"SummonIceGolemMtx","Summon Ice Golem","",9
164,"SummonLightningGolemMtx","Summon Lightning Golem","",9
165,"SummonRagingSpiritMtx","Summon Raging Spirit","",9
166,"SummonStoneGolemMtx","Summon Stone Golem","",9
167,"SummonSkeletonsMtx","Summon Skeletons","",9
168,"SunderMtx","Sunder","",9
169,"TempestShieldMtx","Tempest Shield","",9
170,"ThrownWeaponMtx","Spectral Throw","",9
171,"TornadoShotMtx","Tornado Shot","",9
172,"ToxicRainMtx","Toxic Rain","",9
173,"VaalAncestralWarchiefMtx","Vaal Ancestral Warchief","",9
174,"VaalAnimateWeaponMtx","Vaal Animate Weapon","",9
175,"VaalArcMtx","Vaal Arc","",9
176,"VaalArcticArmourMtx","Vaal Arctic Armour","",9
177,"VaalBladeVortexMtx","Vaal Blade Vortex","",9
178,"VaalClarityMtx","Vaal Clarity","",9
179,"VaalColdSnapMtx","Vaal Cold Snap","",9
180,"VaalCycloneMtx","Vaal Cyclone","",9
181,"VaalDisciplineMtx","Vaal Discipline","",9
182,"VaalDominationMtx","Vaal Domination","",9
183,"VaalDoubleStrikeMtx","Vaal Double Strike","",9
184,"VaalEarthquakeMtx","Vaal Earthquake","",9
185,"VaalFireballMtx","Vaal Fireball","",9
186,"VaalFirestormMtx","Vaal Firestorm","",9
187,"VaalFlameblastMtx","Vaal Flameblast","",9
188,"VaalGraceMtx","Vaal Grace","",9
189,"VaalGroundSlamMtx","Vaal Ground Slam","",9
190,"VaalHasteMtx","Vaal Haste","",9
191,"VaalIceNovaMtx","Vaal Ice Nova","",9
192,"VaalIceShotMtx","Vaal Ice Shot","",9
193,"VaalImmortalCall","Vaal Immortal Call","",9
194,"VaalLightningArrowMtx","Vaal Lightning Arrow","",9
195,"VaalLightningWarpMtx","Vaal Lightning Warp","",9
196,"VaalMoltenShellMtx","Vaal Molten Shell","",9
197,"VaalMoltenStrikeMtx","Vaal Molten Strike","",9
198,"VaalPurityOfFireMtx","Vaal Impurity of Fire","",9
199,"VaalPurityOfIceMtx","Vaal Impurity of Ice","",9
200,"VaalPurityOfLightningMtx","Vaal Impurity of Lightning","",9
201,"VaalRainOfArrowsMtx","Vaal Rain of Arrows","",9
202,"VaalReapMtx","Vaal Reap","",9
203,"VaalReaveMtx","Vaal Reave","",9
204,"VaalRejuvenationTotemMtx","Vaal Rejuvenation Totem","",9
205,"VaalRighteousFireMtx","Vaal Righteous Fire","",9
206,"VaalSmiteMtx","Vaal Smite","",9
207,"VaalSparkMtx","Vaal Spark","",9
208,"VaalStormCallMtx","Vaal Storm Call","",9
209,"VaalSummonSkeletonsMtx","Vaal Summon Skeletons","",9
210,"VaalThrownWeaponMtx","Vaal Spectral Throw","",9
211,"VaalPowerSiphonMtx","Vaal Power Siphon","",9
212,"VaalFlickerStrikeMtx","Vaal Flicker Strike","",9
213,"VaalVenomGyreMtx","Vaal Venom Gyre","",9
214,"VaalBladeFlurryMtx","Vaal Blade Flurry","",9
215,"VaalCleaveMtx","Vaal Cleave","",9
216,"VaalCausticArrowMtx","Vaal Caustic Arrow","",9
217,"VitalityMtx","Vitality","",9
218,"VolatileDeadMtx","Volatile Dead","",9
219,"WhirlingBladesMtx","Whirling Blades","",9
220,"WitherMtx","Wither","",9
221,"WrathMtx","Wrath","",9
222,"RangedAttackTotemMtx","Ranged Attack Totem","",9
223,"SpellTotemMtx","SpellTotem","",9
224,"WarBannerMtx","War Banner","",9
225,"DreadBannerMtx","Dread Banner","",9
226,"ZealotryMtx","Zealotry","",9
227,"MalevolenceMtx","Malevolence","",9
228,"SoulrendMtx","Soulrend","",9
229,"DivineIreMtx","Divine Ire","",9
230,"WinterOrbMtx","Winter Orb","",9
231,"BaneMtx","Bane","",9
232,"IceDashMtx","Ice Dash","",9
233,"QuickDodgeMtx","Dash","",9
234,"PrecisionMtx","Precision","",9
235,"PrideMtx","Pride","",9
236,"LightningTrapMtx","Lightning Trap","",9
237,"VaalLightningTrapMtx","Vaal Lightning Trap","",9
238,"BladestormMtx","Bladestorm","",9
239,"BloodAndSandMtx","Blood and Sand","",9
240,"FleshAndStoneMtx","Flesh and Stone","",9
241,"StormBrandMtx","Storm Brand","",9
242,"BlightMtx","Blight","",9
243,"VaalBlightMtx","Vaal Blight","",9
244,"PyroclastMineMtx","Pyroclast Mine","",9
245,"HailstormMineMtx","Icicle Mine","",9
246,"StormblastMineMtx","Stormblast Mine","",9
247,"BlastChainMineMtx","Remote Mine","",9
248,"HighImpactMineMtx","Remote Mine","",9
249,"LocusMineMtx","Remote Mine","",9
250,"SummonSkitterbotsMtx","Summon Skitterbots","",9
251,"ArtilleryBallistaMtx","Artillery Ballista","",9
252,"ShrapnelBallistaMtx","Shrapnel Ballista","",9
253,"ExplosiveArrowMtx","Explosive Arrow","",9
254,"BlasphemyPlusMtx","Awakened Blasphemy","",9
255,"SummonCarrionGolemMtx","Summon Carrion Golem","",9
256,"BladeBlastMtx","Blade Blast","",9
257,"AnimateWeaponMtx","Animated Weapon","",9
258,"KineticBoltMtx","Kinetic Bolt","",9
259,"PowerSiphonMtx","Power Siphon","",9
260,"StormbindMtx","Stormbind","",9
261,"DominatingBlowMtx","Dominating Blow","",9
262,"EnduringCryMtx","Enduring Cry","",9
263,"RallyingCryMtx","Rallying Cry","",9
264,"AbyssalCryMtx","Abyssal Cry","",9
265,"IntimidatingCryMtx","Intimidating Cry","",9
266,"GeneralsCryMtx","General's Cry","",9
267,"AncestralCryMtx","Ancestral Cry","",9
268,"SeismicCryMtx","Seismic Cry","",9
269,"TectonicSlamMtx","Tectonic Slam","",9
270,"FistOfWarMtx","Fist of War","",9
271,"IceCrashMtx","Ice Crash","",9
272,"LancingSteelMtx","Lancing Steel","",9
273,"ShatteringSteelMtx","Shattering Steel","",9
274,"DetonateDeadMtx","Detonate Dead","",9
275,"VaalDetonateDeadMtx","Vaal Detonate Dead","",9
276,"VoidSphereMtx","Void Sphere","",9
277,"SmiteMtx","Smite","",9
278,"EarthshatterMtx","Earthshatter","",9
279,"ConsecratedPathMtx","Consecrated Path","",9
280,"CracklingLanceMtx","Crackling Lance","",9
281,"BodyswapMtx","Bodyswap","",9
282,"FlameWallMtx","Flame Wall","",9
283,"EnsnaringArrowMtx","Ensnaring Arrow","",9
284,"SigilOfPowerMtx","Sigil of Power","",9
285,"SteelskinMtx","Steelskin","",9
286,"PunctureMtx","Puncture","",9
287,"WaveOfConvictionMtx","Wave of Conviction","",9
288,"BoneOfferingMtx","Bone Offering","",9
289,"SpiritOfferingMtx","Spirit Offering","",9
290,"FleshOfferingMtx","Flesh Offering","",9
291,"FrenzyMtx","Frenzy","",9
292,"WitheringStepMtx","Withering Step","",9
293,"IceShotMtx","Ice Shot","",9
294,"DefianceBannerMtx","Defiance Banner","",9
295,"PenanceBrandMtx","Penance Brand","",9
296,"ArcanistBrandMtx","Arcanist Brand","",9
297,"WintertideBrandMtx","Wintertide Brand","",9
298,"ArmageddonBrandMtx","Armageddon Brand","",9
299,"SmokeMineMtx","Smoke Mine","",9
300,"ArcaneCloakMtx","Arcane Cloak","",9
301,"PlagueBearerMtx","Plague Bearer","",9
302,"ChainHookMtx","Chain Hook","",9
303,"BloodOfferingMtx","Blood Offering","",9
304,"EarthbreakerMtx","Earthbreaker","",9
305,"BurningArrowMtx","Burning Arrow","",9
306,"VaalBurningArrowMtx","Vaal Burning Arrow","",9
307,"ExsanguinateMtx","Exsanguinate","",9
308,"HydrosphereMtx","Hydrosphere","",9
309,"LightningStrikeMtx","Lightning Strike","",9
310,"VaalLightningStrikeMtx","Vaal Lightning Strike","",9
311,"InfernalBlowMtx","Infernal Blow","",9
312,"SweepMtx","Sweep","",9
313,"VaalSweepMtx","Vaal Sweep","",9
314,"DualStrikeMtx","Dual Strike","",9
315,"EyeOfWinterMtx","Eye of Winter","",9
316,"SpectralHelixMtx","Spectral Helix","",9
317,"EnergyBladeMtx","Energy Blade","",9
318,"TornadoMtx","Tornado","",9
319,"ForbiddenRiteMtx","ForbiddenRite","",9
320,"ShockwaveSupportMtx","Shockwave","",9
321,"CastWhenDamageTakenMtx","Cast when Damage Taken","",9
322,"PoisonousConcoctionMtx","Poisonous Concoction","",9
323,"CorruptingFeverMtx","Corrupting Fever","",9
324,"SeismicTrapMtx","Seismic Trap","",9
325,"FireTrapMtx","Fire Trap","",9
326,"BoneshatterMtx","Boneshatter","",9
327,"EnvyMtx","Envy","",9
328,"DeathAuraMtx","Death Aura","",9
329,"GluttonyOfElementsMtx","Gluttony Of Elements","",9
330,"BlindingAuraMtx","Blinding Aura","",9
