"rownum","ModsKey","Weight","MinLevel","MaxLevel"
0,20349,80,13,100
1,20350,80,0,100
2,20351,80,0,100
3,20352,40,13,100
4,20353,40,0,100
5,20354,40,0,100
6,20355,120,13,100
7,20356,120,0,100
8,20357,120,0,100
9,20358,80,20,100
10,20359,80,20,100
11,20360,80,20,100
12,20361,50,68,100
13,20362,50,68,100
14,20363,50,68,100
15,20364,50,40,100
16,20365,50,40,100
17,20366,50,40,100
18,20367,80,13,100
19,20368,80,0,100
20,20369,80,0,100
21,20370,120,13,100
22,20371,120,0,100
23,20372,120,0,100
24,20373,120,13,100
25,20374,120,0,100
26,20375,120,0,100
27,20376,120,13,100
28,20377,120,68,100
29,20378,120,68,100
30,20379,80,13,100
31,20380,80,0,100
32,20381,80,0,100
33,20382,50,68,100
34,20383,50,68,100
35,20384,0,68,100
36,20385,50,68,100
37,20386,50,68,100
38,20387,0,68,100
39,20388,50,68,100
40,20389,50,68,100
41,20390,50,68,100
42,20391,50,40,100
43,20392,50,40,100
44,20393,0,40,100
45,20394,80,20,100
46,20395,50,50,100
47,20396,37,68,100
48,20397,50,30,100
49,20398,80,13,100
50,20399,120,13,100
51,20400,37,13,100
52,20401,50,68,100
53,20402,80,63,100
54,20403,120,13,100
55,20404,80,13,100
56,20405,50,13,100
57,20406,120,0,100
58,20407,120,0,100
59,20408,120,13,100
60,20409,120,0,100
61,20410,50,40,100
62,20417,120,0,100
63,20418,80,20,100
64,20419,50,40,100
