"rownum","QuestFlag"
0,2021
1,2020
2,2022
3,2023
4,710
5,711
6,712
7,715
8,716
9,717
10,974
11,823
12,718
13,2591
14,719
15,964
16,1954
17,55
18,58
19,121
20,75
21,939
22,946
23,1410
24,1554
25,1555
26,1788
27,1957
28,1958
29,965
30,1965
31,1966
32,1955
33,1956
34,1974
35,1973
36,2025
37,2026
38,2035
39,2036
40,2038
41,2037
42,2040
43,2041
44,2031
45,1964
46,962
47,1945
48,1946
49,1947
50,1948
51,1949
52,1937
53,1950
54,1951
55,1952
56,1953
57,1941
58,1942
59,1943
60,1944
61,2017
62,2018
63,2019
64,1933
65,1934
66,1932
67,1911
68,2003
69,1990
70,2076
71,2087
72,2091
73,2088
74,2045
75,2046
76,2047
77,2063
78,572
79,573
80,574
81,575
82,576
83,577
84,578
85,579
86,580
87,581
88,582
89,583
90,584
91,585
92,586
93,587
94,1913
95,1914
96,1915
97,1916
98,1917
99,1918
100,1919
101,1920
102,1921
103,1922
104,1923
105,1924
106,1925
107,1982
108,1961
109,1926
110,1927
111,1928
112,1960
113,1929
114,1930
115,1978
116,1979
117,1980
118,1981
119,1870
120,1871
121,2012
122,2007
123,2001
124,2006
125,2004
126,983
127,984
128,985
129,986
130,2073
131,2074
132,1897
133,1891
134,1892
135,1893
136,1894
137,1895
138,1890
139,1896
140,1889
141,1887
142,1888
143,2189
144,2190
145,2191
146,2192
147,2193
148,2194
149,2195
150,2196
151,2197
152,2198
153,2199
154,2200
155,2201
156,2202
157,2203
158,2204
159,2205
160,2206
161,2207
162,2208
163,2209
164,2210
165,2211
166,2212
167,2213
168,2214
169,2215
170,2216
171,2217
172,2218
173,2219
174,2220
175,2221
176,2222
177,2223
178,2287
179,2273
180,2276
181,2279
182,1869
183,2360
184,2361
185,2362
186,2363
187,2364
188,2359
189,2369
190,2371
191,2372
192,2370
193,2373
194,2354
195,2374
196,2375
197,2376
198,2377
199,2378
200,2379
201,2380
202,2381
203,2382
204,990
205,2402
206,2403
207,991
208,992
209,2469
210,2470
211,2487
212,2534
213,2538
214,2539
215,2540
216,2580
217,2587
218,2588
219,2585
220,2599
221,2352
222,2353
223,973
224,958
225,959
226,987
227,988
228,1901
229,1902
230,1997
231,1998
232,377
233,2624
234,2647
235,2646
236,2651
237,2650
238,2649
239,2648
240,2653
241,2652
242,2654
243,2655
244,2656
245,2668
246,1730
247,2945
248,2950
249,2946
250,3085
251,2956
252,2955
253,2954
254,3137
255,3138
256,3139
257,3140
258,3142
259,3110
260,3171
261,3204
262,3229
263,3230
264,3232
265,3414
266,3198
267,3173
268,3700
269,3698
270,3697
271,3693
272,3728
273,3412
274,3365
275,3364
276,3371
277,3377
278,3376
279,3378
280,3367
281,3366
282,3374
283,3375
284,3370
285,3381
286,3361
287,3362
288,3363
289,3380
290,3712
291,3719
292,3953
293,4004
294,4191
295,4192
296,4193
297,4194
298,4195
299,4196
300,4197
301,4198
302,4199
303,3415
304,4846
305,4847
306,4853
307,4854
308,4856
309,4857
310,2715
311,2716
312,2717
313,2718
314,2719
315,2720
316,2167
317,2168
318,2744
319,2745
320,2746
321,2747
322,2748
323,2755
324,2800
325,4691
