"rownum","rid","i32"
0,2,25
1,17,25
2,11,273
3,16,273
4,8,273
5,7,273
6,3,273
7,38,273
8,27,273
9,15,273
10,14,273
11,26,273
12,102,273
13,6,273
14,20,273
15,22,273
16,23,273
17,24,273
18,5,273
19,0,273
20,1,273
21,18,273
22,19,273
23,491,273
24,492,273
25,493,273
26,494,273
27,495,273
28,496,273
29,497,273
30,498,273
31,499,273
32,500,273
33,1667,33
34,1668,86
35,1669,191
36,1670,341
37,1671,409
38,1672,540
39,1673,727
40,1674,953
41,1675,1325
42,1676,1490
43,1677,1798
44,1678,1934
45,1679,2478
46,1680,48
47,1681,124
48,1682,278
49,1683,496
50,1684,596
51,1685,786
52,1686,1058
53,1687,1447
54,1688,1928
55,1689,2339
56,1690,2615
57,1691,2814
58,1692,3605
59,1693,33
60,1694,61
61,1695,169
62,1696,341
63,1697,459
64,1698,540
65,1699,727
66,1700,995
67,1701,1325
68,1702,1669
69,1703,1798
70,1704,2006
71,1705,2478
72,1706,48
73,1707,89
74,1708,246
75,1709,496
76,1710,596
77,1711,827
78,1712,1058
79,1713,1386
80,1714,1928
81,1715,2167
82,1716,2615
83,1717,3246
84,1718,3605
85,1719,33
86,1720,61
87,1721,169
88,1722,341
89,1723,459
90,1724,540
91,1725,727
92,1726,912
93,1727,1325
94,1728,1433
95,1729,1798
96,1730,2006
97,1731,2478
98,1732,48
99,1733,89
100,1734,278
101,1735,496
102,1736,596
103,1737,786
104,1738,1058
105,1739,1447
106,1740,1928
107,1741,2167
108,1742,2615
109,1743,2814
110,1744,3605
111,1745,33
112,1746,73
113,1747,169
114,1748,341
115,1749,459
116,1750,569
117,1751,727
118,1752,953
119,1753,1325
120,1754,1548
121,1755,1798
122,1756,2232
123,1757,2478
124,1758,33
125,1759,86
126,1760,215
127,1761,341
128,1762,409
129,1763,569
130,1764,727
131,1765,1038
132,1766,1325
133,1767,1608
134,1768,1798
135,1769,1934
136,1770,2478
137,1771,33
138,1772,86
139,1773,215
140,1774,341
141,1775,459
142,1776,512
143,1777,727
144,1778,953
145,1779,1325
146,1780,1548
147,1781,1798
148,1782,2006
149,1783,2478
150,1784,48
151,1785,89
152,1786,278
153,1787,496
154,1788,596
155,1789,745
156,1790,1058
157,1791,1270
158,1792,1928
159,1793,2252
160,1794,2615
161,1795,2917
162,1796,3605
163,1797,33
164,1798,86
165,1799,191
166,1800,341
167,1801,409
168,1802,540
169,1803,727
170,1804,912
171,1805,1325
172,1806,1490
173,1807,1798
174,1808,2006
175,1809,2478
176,1810,10
177,1811,10
178,1812,10
179,1813,10
180,1814,10
181,1815,10
182,1816,10
183,1817,10
184,1818,10
185,1819,10
186,1820,10
187,1821,10
188,1822,10
189,1823,15
190,1824,15
191,1825,15
192,1826,15
193,1827,15
194,1828,15
195,1829,15
196,1830,15
197,1831,15
198,1832,15
199,1833,15
200,1834,15
201,1835,15
202,1836,33
203,1837,73
204,1838,191
205,1839,341
206,1840,409
207,1841,540
208,1842,727
209,1843,1038
210,1844,1325
211,1845,1669
212,1846,1798
213,1847,2079
214,1848,2478
215,1849,48
216,1850,89
217,1851,246
218,1852,497
219,1853,633
220,1854,873
221,1855,1217
222,1856,1513
223,1857,2011
224,1858,2258
225,1859,2623
226,1860,3032
227,1861,3615
228,1862,10
229,1863,10
230,1864,10
231,1865,10
232,1866,10
233,1867,10
234,1868,10
235,1869,10
236,1870,10
237,1871,10
238,1872,10
239,1873,10
240,1874,10
241,1875,10
242,1876,10
243,1877,175
244,1878,175
245,1879,175
246,1880,175
247,1881,175
248,1882,175
249,1883,175
250,1884,175
251,1885,175
252,1886,175
253,1887,175
254,1888,175
255,1889,175
256,1890,50
257,1891,93
258,1892,289
259,1893,516
260,1894,657
261,1895,862
262,1896,1102
263,1897,1507
264,1898,2008
265,1899,2257
266,1900,2724
267,1901,3264
268,1902,3755
269,1903,4162
270,1904,4604
271,1905,50
272,1906,93
273,1907,289
274,1908,516
275,1909,620
276,1910,818
277,1911,1102
278,1912,1507
279,1913,2008
280,1914,2529
281,1915,2724
282,1916,3264
283,1917,3755
284,1918,4305
285,1919,4920
286,1920,50
287,1921,111
288,1922,289
289,1923,516
290,1924,696
291,1925,862
292,1926,1102
293,1927,1572
294,1928,2008
295,1929,2257
296,1930,2724
297,1931,3039
298,1932,3755
299,1933,4452
300,1934,5084
301,1935,93
302,1936,289
303,1937,516
304,1938,776
305,1939,1102
306,1940,1507
307,1941,2008
308,1942,2529
309,1943,2724
310,1944,2931
311,1945,3755
312,1946,4452
313,1947,4452
314,1948,4452
315,1949,5084
316,1950,111
317,1951,256
318,1952,516
319,1953,776
320,1954,1102
321,1955,1444
322,1956,2008
323,1957,2436
324,1958,2724
325,1959,3039
326,1960,3755
327,1961,4162
328,1962,4760
329,1963,93
330,1964,289
331,1965,516
332,1966,862
333,1967,1102
334,1968,1323
335,1969,2008
336,1970,2529
337,1971,2724
338,1972,2931
339,1973,3755
340,1974,4305
341,1975,4920
342,1976,30
343,1977,195
344,1978,310
345,1979,466
346,1980,661
347,1981,794
348,1982,1205
349,1983,1354
350,1984,1635
351,1985,1959
352,1986,2253
353,1987,30
354,1988,153
355,1989,310
356,1990,491
357,1991,661
358,1992,829
359,1993,1205
360,1994,1354
361,1995,1635
362,1996,1890
363,1997,2253
364,1998,30
365,1999,153
366,2000,310
367,2001,517
368,2002,661
369,2003,829
370,2004,1205
371,2005,1462
372,2006,1635
373,2007,1823
374,2008,2253
375,2009,78
376,2010,174
377,2011,310
378,2012,491
379,2013,661
380,2014,1205
381,2015,1635
382,2016,2253
383,2017,67
384,2018,153
385,2019,310
386,2020,517
387,2021,661
388,2022,1205
389,2023,1635
390,2024,2253
391,2025,67
392,2026,153
393,2027,310
394,2028,517
395,2029,661
396,2030,1205
397,2031,1635
398,2032,2253
399,2033,25
400,2034,145
401,2035,258
402,2036,431
403,2037,551
404,2038,1004
405,2039,1362
406,2040,1878
407,2041,25
408,2042,145
409,2043,258
410,2044,431
411,2045,551
412,2046,1004
413,2047,1362
414,2048,1878
415,2049,25
416,2050,163
417,2051,258
418,2052,388
419,2053,551
420,2054,1004
421,2055,1362
422,2056,1878
423,2057,65
424,2058,258
425,2059,551
426,2060,1004
427,2061,1362
428,2062,1878
429,2063,56
430,2064,258
431,2065,551
432,2066,1004
433,2067,1362
434,2068,1878
435,2069,46
436,2070,258
437,2071,551
438,2072,1004
439,2073,1362
440,2074,1878
441,2075,25
442,2076,145
443,2077,258
444,2078,409
445,2079,551
446,2080,1004
447,2081,1362
448,2082,1878
449,2083,25
450,2084,145
451,2085,258
452,2086,388
453,2087,551
454,2088,1004
455,2089,1362
456,2090,1878
457,2091,25
458,2092,145
459,2093,258
460,2094,431
461,2095,551
462,2096,1004
463,2097,1362
464,2098,1878
465,2099,65
466,2100,258
467,2101,551
468,2102,1004
469,2103,1362
470,2104,1878
471,2105,56
472,2106,258
473,2107,551
474,2108,1004
475,2109,1362
476,2110,1878
477,2111,56
