"rownum","rid","rid","rid","bool","bool","bool","bool"
0,10467,17651,13772,1,"","",""
1,10464,17651,13772,1,"","",""
2,10463,17651,13772,1,"","",""
3,10468,17651,13772,1,"","",""
4,10462,17651,13772,1,"","",""
5,10466,17651,13772,1,"","",""
6,10465,17651,13772,1,"","",""
7,10426,17651,13771,1,"","",""
8,10428,17651,13771,1,"","",""
9,10431,17651,13771,1,"","",""
10,10433,17651,13771,1,"","",""
11,10434,17651,13770,1,"","",""
12,10430,17651,13771,1,"","",""
13,10429,17651,13770,1,"","",""
14,10427,17651,13770,1,"","",""
15,10432,17651,13770,1,"","",""
16,9615,17651,13772,1,"","",""
17,9614,17651,13772,1,"","",""
18,9625,17651,13773,1,"","",""
19,9624,17651,13772,1,"","",""
20,9623,17651,13771,1,"","",""
21,9622,17651,13771,1,"","",""
22,9621,17651,13771,1,"","",""
23,9620,17651,13770,1,"","",""
24,9619,17651,13770,1,"","",""
25,9618,17651,13770,1,"","",""
26,9617,17651,13770,1,"","",""
27,9628,17651,13769,1,"","",""
28,9627,17651,13769,1,"","",""
29,9626,17651,13769,1,"","",""
30,9616,17651,13769,1,"","",""
31,0,17651,13769,1,"","",""
32,29,17651,13769,1,"","",""
33,204,17651,13770,1,"","",""
34,6,17651,13770,1,"","",""
35,10,17651,13769,1,"","",""
36,7,17651,13769,1,"","",""
37,14,17651,13770,1,"","",""
38,9871,17651,13772,1,"","",""
39,208,17651,13771,1,"","",""
40,207,17651,13770,1,"","",""
41,30,17651,13773,1,"","",""
42,209,17651,13772,1,"","",""
43,47,17651,13773,1,"","",""
44,21,17651,13769,1,"","",""
45,20,17651,13769,1,"","",""
46,19,17651,13769,1,"","",""
47,46,17651,13773,1,"","",""
48,3,17651,13772,1,"","",""
49,2,17651,13771,1,"","",""
50,205,17651,13770,1,"","",""
51,11,17651,13769,1,"","",""
52,23,17651,13770,1,"","",""
53,24,17651,13773,1,"","",""
54,203,17651,13772,1,"","",""
55,9966,17651,13772,1,"","",""
56,9965,17651,13772,1,"","",""
57,9964,17651,13772,1,"","",""
58,9963,17651,13772,1,"","",""
59,16,17651,13769,1,"","",""
60,8,17651,13769,1,"","",""
61,22,17651,13773,1,"","",""
62,25,17651,13769,1,"","",""
63,35,17651,13772,1,"","",""
64,291,17651,13772,1,"","",""
65,287,17651,13772,1,"","",""
66,288,17651,13772,1,"","",""
67,290,17651,13771,1,"","",""
68,283,17651,13771,1,"","",""
69,286,17651,13771,1,"","",""
70,292,17651,13771,1,"","",""
71,284,17651,13770,1,"","",""
72,289,17651,13770,1,"","",""
73,285,17651,13770,1,"","",""
74,9962,17651,13771,1,"","",""
75,233,17651,13771,1,"","",""
76,235,17651,13771,1,"","",""
77,238,17651,13771,1,"","",""
78,236,17651,13771,1,"","",""
79,234,17651,13771,1,"","",""
80,237,17651,13771,1,"","",""
81,240,17651,13773,1,"","",""
82,239,17651,13772,1,"","",""
83,241,17651,13771,1,"","",""
84,9381,17651,13772,1,"","",""
85,9351,17651,13772,1,"","",""
86,9365,17651,13772,1,"","",""
87,9335,17651,13772,1,"","",""
88,9367,17651,13772,1,"","",""
89,9337,17651,13772,1,"","",""
90,9379,17651,13772,1,"","",""
91,9349,17651,13773,1,"","",""
92,9382,17651,13772,1,"","",""
93,9352,17651,13772,1,"","",""
94,9375,17651,13772,1,"","",""
95,9345,17651,13772,1,"","",""
96,9370,17651,13772,1,"","",""
97,9340,17651,13772,1,"","",""
98,9373,17651,13772,1,"","",""
99,9343,17651,13772,1,"","",""
100,9391,17651,13772,1,"","",""
101,9361,17651,13772,1,"","",""
102,9366,17651,13772,1,"","",""
103,9336,17651,13772,1,"","",""
104,9383,17651,13772,1,"","",""
105,9353,17651,13772,1,"","",""
106,9376,17651,13772,1,"","",""
107,9346,17651,13772,1,"","",""
108,9385,17651,13772,1,"","",""
109,9355,17651,13772,1,"","",""
110,9387,17651,13772,1,"","",""
111,9357,17651,13772,1,"","",""
112,9386,17651,13772,1,"","",""
113,9388,17651,13772,1,"","",""
114,9358,17651,13772,1,"","",""
115,9356,17651,13772,1,"","",""
116,9369,17651,13772,1,"","",""
117,9339,17651,13772,1,"","",""
118,9372,17651,13772,1,"","",""
119,9342,17651,13772,1,"","",""
120,9363,17651,13772,1,"","",""
121,9371,17651,13772,1,"","",""
122,9341,17651,13772,1,"","",""
123,9333,17651,13772,1,"","",""
124,9374,17651,13772,1,"","",""
125,9344,17651,13772,1,"","",""
126,9392,17651,13772,1,"","",""
127,9362,17651,13772,1,"","",""
128,9364,17651,13772,1,"","",""
129,9378,17651,13772,1,"","",""
130,9348,17651,13772,1,"","",""
131,9334,17651,13772,1,"","",""
132,9384,17651,13772,1,"","",""
133,9354,17651,13772,1,"","",""
134,9390,17651,13772,1,"","",""
135,9360,17651,13772,1,"","",""
136,9389,17651,13772,1,"","",""
137,9359,17651,13772,1,"","",""
138,9380,17651,13772,1,"","",""
139,9350,17651,13772,1,"","",""
140,9377,17651,13772,1,"","",""
141,9347,17651,13772,1,"","",""
142,9368,17651,13772,1,"","",""
143,9338,17651,13772,1,"","",""
144,1,17651,13769,1,"","",""
145,9990,17651,13772,1,"","",""
146,9988,17651,13772,1,"","",""
147,9991,17651,13773,1,"","",""
148,9985,17651,13771,1,"","",""
149,9984,17651,13771,1,"","",""
150,9983,17651,13771,1,"","",""
151,9986,17651,13772,1,"","",""
152,9989,17651,13771,1,"","",""
153,9987,17651,13772,1,"","",""
154,48,17651,13773,1,"","",""
155,49,17651,13773,1,"","",""
156,297,17651,13772,1,"","",""
157,298,17651,13772,1,"","",""
158,299,17651,13772,1,"","",""
159,295,17651,13772,1,"","",""
160,296,17651,13772,1,"","",""
161,294,17651,13773,1,"","",""
162,18,17651,13771,1,"","",""
163,221,17651,13773,1,"","",""
164,210,17651,13773,1,"","",""
165,17,17651,13769,1,"","",""
166,10435,17651,13771,1,"","",""
167,161,17651,13772,1,"","",""
168,160,17651,13771,1,"","",""
169,159,17651,13770,1,"","",""
170,158,17651,13769,1,"","",""
171,140,17651,13772,1,"","",""
172,139,17651,13772,1,"","",""
173,138,17651,13771,1,"","",""
174,137,17651,13770,1,"","",""
175,136,17651,13769,1,"","",""
176,87,17651,13772,1,"","",""
177,86,17651,13772,1,"","",""
178,85,17651,13771,1,"","",""
179,84,17651,13771,1,"","",""
180,83,17651,13770,1,"","",""
181,82,17651,13770,1,"","",""
182,81,17651,13769,1,"","",""
183,119,17651,13772,1,"","",""
184,118,17651,13772,1,"","",""
185,117,17651,13771,1,"","",""
186,116,17651,13771,1,"","",""
187,115,17651,13770,1,"","",""
188,114,17651,13769,1,"","",""
189,130,17651,13772,1,"","",""
190,129,17651,13771,1,"","",""
191,128,17651,13771,1,"","",""
192,127,17651,13770,1,"","",""
193,126,17651,13769,1,"","",""
194,157,17651,13772,1,"","",""
195,156,17651,13771,1,"","",""
196,155,17651,13770,1,"","",""
197,154,17651,13769,1,"","",""
198,107,17651,13772,1,"","",""
199,106,17651,13772,1,"","",""
200,105,17651,13771,1,"","",""
201,104,17651,13771,1,"","",""
202,103,17651,13770,1,"","",""
203,102,17651,13769,1,"","",""
204,170,17651,13772,1,"","",""
205,169,17651,13771,1,"","",""
206,168,17651,13770,1,"","",""
207,135,17651,13772,1,"","",""
208,134,17651,13772,1,"","",""
209,133,17651,13771,1,"","",""
210,132,17651,13770,1,"","",""
211,131,17651,13769,1,"","",""
212,164,17651,13772,1,"","",""
213,163,17651,13771,1,"","",""
214,162,17651,13770,1,"","",""
215,153,17651,13772,1,"","",""
216,152,17651,13771,1,"","",""
217,151,17651,13770,1,"","",""
218,150,17651,13769,1,"","",""
219,175,17651,13773,1,"","",""
220,174,17651,13773,1,"","",""
221,176,17651,13773,1,"","",""
222,80,17651,13772,1,"","",""
223,79,17651,13772,1,"","",""
224,78,17651,13771,1,"","",""
225,77,17651,13771,1,"","",""
226,76,17651,13770,1,"","",""
227,75,17651,13770,1,"","",""
228,74,17651,13769,1,"","",""
229,94,17651,13772,1,"","",""
230,93,17651,13772,1,"","",""
231,92,17651,13771,1,"","",""
232,91,17651,13771,1,"","",""
233,90,17651,13770,1,"","",""
234,89,17651,13770,1,"","",""
235,88,17651,13769,1,"","",""
236,125,17651,13772,1,"","",""
237,124,17651,13772,1,"","",""
238,123,17651,13771,1,"","",""
239,122,17651,13770,1,"","",""
240,121,17651,13770,1,"","",""
241,120,17651,13769,1,"","",""
242,173,17651,13772,1,"","",""
243,172,17651,13771,1,"","",""
244,171,17651,13770,1,"","",""
245,167,17651,13772,1,"","",""
246,166,17651,13771,1,"","",""
247,165,17651,13770,1,"","",""
248,145,17651,13772,1,"","",""
249,144,17651,13771,1,"","",""
250,143,17651,13771,1,"","",""
251,142,17651,13770,1,"","",""
252,141,17651,13769,1,"","",""
253,177,17651,13773,1,"","",""
254,101,17651,13772,1,"","",""
255,100,17651,13772,1,"","",""
256,99,17651,13771,1,"","",""
257,98,17651,13771,1,"","",""
258,97,17651,13770,1,"","",""
259,96,17651,13770,1,"","",""
260,95,17651,13769,1,"","",""
261,149,17651,13772,1,"","",""
262,148,17651,13771,1,"","",""
263,147,17651,13770,1,"","",""
264,146,17651,13769,1,"","",""
265,113,17651,13772,1,"","",""
266,112,17651,13772,1,"","",""
267,111,17651,13771,1,"","",""
268,110,17651,13771,1,"","",""
269,109,17651,13770,1,"","",""
270,108,17651,13769,1,"","",""
271,9961,17651,13770,1,"","",""
272,10414,17651,13772,1,"","",""
273,10416,17651,13772,1,"","",""
274,311,17651,13773,1,"","",""
275,310,17651,13772,1,"","",""
276,309,17651,13771,1,"","",""
277,308,17651,13770,1,"","",""
278,307,17651,13773,1,"","",""
279,306,17651,13772,1,"","",""
280,305,17651,13771,1,"","",""
281,304,17651,13770,1,"","",""
282,10415,17651,13772,1,"","",""
283,218,17651,13773,1,"","",""
284,5,17651,13773,1,"","",""
285,260,17651,13771,1,"","",""
286,254,17651,13771,1,"","",""
287,258,17651,13771,1,"","",""
288,266,17651,13772,1,"","",""
289,264,17651,13771,1,"","",""
290,256,17651,13772,1,"","",""
291,245,17651,13771,1,"","",""
292,262,17651,13773,1,"","",""
293,255,17651,13772,1,"","",""
294,253,17651,13771,1,"","",""
295,265,17651,13772,1,"","",""
296,244,17651,13771,1,"","",""
297,247,17651,13771,1,"","",""
298,259,17651,13773,1,"","",""
299,242,17651,13771,1,"","",""
300,257,17651,13771,1,"","",""
301,250,17651,13771,1,"","",""
302,248,17651,13771,1,"","",""
303,263,17651,13771,1,"","",""
304,243,17651,13771,1,"","",""
305,246,17651,13771,1,"","",""
306,251,17651,13771,1,"","",""
307,249,17651,13771,1,"","",""
308,252,17651,13771,1,"","",""
309,261,17651,13771,1,"","",""
310,33,17651,13771,1,"","",""
311,12,17651,13770,1,"","",""
312,312,17651,13773,1,"","",""
313,195,17651,13771,1,"","",""
314,194,17651,13771,1,"","",""
315,192,17651,13771,1,"","",""
316,193,17651,13772,1,"","",""
317,196,17651,13773,1,"","",""
318,9,17651,13771,1,"","",""
319,4,17651,13770,1,"","",""
320,53,17651,13772,1,"","",""
321,51,17651,13772,1,"","",""
322,56,17651,13772,1,"","",""
323,68,17651,13772,1,"","",""
324,63,17651,13772,1,"","",""
325,65,17651,13772,1,"","",""
326,58,17651,13772,1,"","",""
327,72,17651,13772,1,"","",""
328,55,17651,13772,1,"","",""
329,69,17651,13772,1,"","",""
330,70,17651,13772,1,"","",""
331,73,17651,13772,1,"","",""
332,59,17651,13772,1,"","",""
333,67,17651,13772,1,"","",""
334,52,17651,13772,1,"","",""
335,62,17651,13772,1,"","",""
336,64,17651,13772,1,"","",""
337,61,17651,13772,1,"","",""
338,66,17651,13772,1,"","",""
339,50,17651,13772,1,"","",""
340,60,17651,13772,1,"","",""
341,71,17651,13772,1,"","",""
342,54,17651,13772,1,"","",""
343,57,17651,13772,1,"","",""
344,13,17651,13772,1,"","",""
345,15,17651,13769,1,"","",""
346,300,17651,13773,1,"","",""
347,9675,17651,13773,1,"","",""
348,9674,17651,13773,1,"","",""
349,9672,17651,13773,1,"","",""
350,9673,17651,13773,1,"","",""
351,9671,17651,13773,1,"","",""
352,10491,17651,13772,1,"","",""
353,10492,17651,13773,1,"","",""
354,10493,17651,13772,1,"","",""
355,10494,17651,13773,1,"","",""
356,2,17777,13784,"","","",""
357,9022,18734,13798,"","","",""
