"rownum","Id","RecipeItems","WorldArea","MicrotransactionPortalVariation","AreaLevel","rid","i32","bool","bool","bool","OpenAchievemnts","bool"
0,"Disabled","[7468,7469,7470,7471]",0,"",0,"",1,"","","",[],""
1,"Atziri1","[7396,7397,7398,7399]",756,24,0,"",0,"","","",[],""
2,"Atziri2","[7401,7402,7403,7404]",757,24,0,"",0,"","","",[],""
3,"VaalFragment1_1",[7396],1504,"",72,"",0,"","","",[],1
4,"VaalFragment1_2",[7397],1504,"",70,"",0,"","","",[],1
5,"VaalFragment1_3",[7398],1504,"",71,"",0,"","","",[],1
6,"VaalFragment1_4",[7399],1504,"",69,"",0,"","","",[],1
7,"VaalFragment2_1",[7401],1504,"",74,"",0,"","","",[],1
8,"VaalFragment2_2",[7402],1504,"",76,"",0,"","","",[],1
9,"VaalFragment2_3",[7403],1504,"",75,"",0,"","","",[],1
10,"VaalFragment2_4",[7404],1504,"",73,"",0,"","","",[],1
11,"Disabled2","[7406,7407,7408,7409]",0,"",0,"",0,"","","",[],""
12,"ShapersRealm","[7411,7412,7413,7414]",1250,20,0,"",0,"",1,"",[],""
13,"EldersRealm","[7416,7417,7418,7419]",1283,108,0,"",0,"",1,"",[],""
14,"UberEldersRealm","[7421,7422,7423,7424]",1284,20,0,"",0,"",1,"",[],""
15,"BreachDomainFire",[7432],1063,"",0,"",0,"","","",[],""
16,"BreachDomainCold",[7433],1064,"",0,"",0,"","","",[],""
17,"BreachDomainLightning",[7434],1065,"",0,"",0,"","","",[],""
18,"BreachDomainPhysical",[7435],1061,"",0,"",0,"","","",[],""
19,"BreachDomainChaos",[7436],1062,"",0,"",0,"","","",[],""
20,"ClassicVault",[7472],278,27,0,"",0,"","","",[],""
21,"MaligaroMap",[6079],109,"",0,1282,0,"","","",[],""
22,"340Vault",[7473],279,27,0,"",0,"","","",[],""
23,"UberVenariusVault",[7475],281,27,0,"",0,"","","",[],""
24,"UberEaterOfWorldsVault",[7476],282,27,0,"",0,"","","",[],""
25,"UberMavenVault",[7477],283,27,0,"",0,"","","",[],""
26,"UberSearingExarchVault",[7478],284,27,0,"",0,"","","",[],""
27,"UberSirusVault",[7479],285,27,0,"",0,"","","",[],""
28,"UberShaperVault",[7480],286,27,0,"",0,"","","",[],""
29,"UberUberElderVault",[7481],287,27,0,"",0,"","","",[],""
30,"CelestialReliquaryVault",[7482],288,"",0,"",0,"","","",[],""
31,"CelestialReliquaryVaultTencent",[7483],288,"",0,"",0,"","","",[],""
32,"BreachDomainFire2",[7437],1068,"",0,"",0,"","","",[],""
33,"BreachDomainCold2",[7438],1069,"",0,"",0,"","","",[],""
34,"BreachDomainLightning2",[7439],1070,"",0,"",0,"","","",[],""
35,"BreachDomainPhysical2",[7440],1066,"",0,"",0,"","","",[],""
36,"BreachDomainChaos2",[7441],1067,"",0,"",0,"","","",[],""
37,"BreachDomainFire3",[7442],1073,"",0,"",0,"","","",[],""
38,"BreachDomainCold3",[7443],1074,"",0,"",0,"","","",[],""
39,"BreachDomainLightning3",[7444],1075,"",0,"",0,"","","",[],""
40,"BreachDomainPhysical3",[7445],1071,"",0,"",0,"","","",[],""
41,"BreachDomainChaos3",[7446],1072,"",0,"",0,"","","",[],""
42,"BreachDomainFire4",[7447],1078,"",0,"",0,"","","",[],""
43,"BreachDomainCold4",[7448],1079,"",0,"",0,"","","",[],""
44,"BreachDomainLightning4",[7449],1080,"",0,"",0,"","","",[],""
45,"BreachDomainPhysical4",[7450],1076,"",0,"",0,"","","",[],""
46,"BreachDomainChaos4",[7451],1077,"",0,"",0,"","","",[],""
47,"BreachDomainFire5",[7452],1083,"",0,"",0,"","","",[],""
48,"BreachDomainCold5",[7453],1084,"",0,"",0,"","","",[],""
49,"BreachDomainLightning5",[7454],1085,"",0,"",0,"","","",[],""
50,"BreachDomainPhysical5",[7455],1081,"",0,"",0,"","","",[],""
51,"BreachDomainChaos5",[7456],1082,"",0,"",0,"","","",[],""
52,"EndgameLegionMap","[7457,7459,7460,7461,7458,7462,7463,7464,7465,7466]",1298,86,0,"",2,1,"","",[],""
53,"EndgameLegionMap2","[7457,7459,7460,7461,7458,7462,7463,7464,7465,7466]",1299,86,0,"",3,1,"","",[],""
54,"EndgameLegionMap3","[7457,7459,7460,7461,7458,7462,7463,7464,7465,7466]",1300,86,0,"",4,1,"","",[],""
55,"EndgameLegionMap4","[7457,7459,7460,7461,7458,7462,7463,7464,7465,7466]",1301,86,0,"",5,1,"","",[],""
56,"AfflictionBoss",[7467],1505,122,0,"",0,"","","",[],""
57,"MavenFight","[9875,9876,9877,9878,9879,9880,9881,9882,9883,9884,9885]",1736,157,0,"",1,1,"",1,[],""
58,"MavenBoss",[9926],1737,157,0,"",0,1,"",1,[],""
59,"VaalVault",[7474],280,24,0,"",0,"","","",[],""
60,"IncursionTemple",[9952],295,50,0,"",0,"","","",[8347],""
61,"UltimatumTrial",[9953],1747,159,0,"",0,"","",1,[],""
62,"HarvestBoss",[9954],1305,135,0,"",0,"","","",[],""
63,"SirusBoss","[7426,7427,7428,7429]",1640,110,0,"",0,"",1,"",[],""
64,"TangleMiniBossQuest",[10417],1285,197,79,986,0,"","","",[],""
65,"TangleMiniBoss",[10418],1285,197,83,"",0,1,"","",[],""
66,"TangleBossQuest",[10419],1288,198,83,986,0,"","","",[],""
67,"TangleBoss",[10420],1288,198,84,"",0,1,"","",[],""
68,"CleansingFireMiniBossQuest",[10421],1286,195,79,987,0,"","","",[],""
69,"CleansingFireMiniBoss",[10422],1286,195,83,"",0,1,"","",[],""
70,"CleansingFireBossQuest",[10423],1287,196,83,987,0,"","","",[],""
71,"CleansingFireBoss",[10424],1287,196,84,"",0,1,"","",[],""
72,"Lake",[10486],1778,205,0,"",0,"","","",[],""
73,"Crucible",[7371],1849,"",0,"",0,"","","",[],""
74,"CrucibleUber",[7372],1850,"",0,"",0,"","","",[],""
