"rownum","BaseItemTypesKey","VirtualFile","Influences"
0,8870,"Art/2DItems/Divination/Images/ThreeFacesInTheDark",[]
1,8871,"Art/2DItems/Divination/Images/TheDoctor",[]
2,8872,"Art/2DItems/Divination/Images/TheHermit",[]
3,8873,"Art/2DItems/Divination/Images/LantadorsLostLove",[]
4,8874,"Art/2DItems/Divination/Images/TheMetalsmithsGift",[]
5,8875,"Art/2DItems/Divination/Images/TheBattleBorn",[]
6,8876,"Art/2DItems/Divination/Images/TheGladiator",[]
7,8877,"Art/2DItems/Divination/Images/TheScholar",[]
8,8878,"Art/2DItems/Divination/Images/TheBrittleEmperor",[]
9,8879,"Art/2DItems/Divination/Images/ThePoet",[]
10,8880,"Art/2DItems/Divination/Images/TheCarrionCrow",[]
11,8881,"Art/2DItems/Divination/Images/Hope",[]
12,8882,"Art/2DItems/Divination/Images/TheFiend",[]
13,8883,"Art/2DItems/Divination/Images/BirthOfTheThree",[]
14,8884,"Art/2DItems/Divination/Images/ViniasToken",[]
15,8885,"Art/2DItems/Divination/Images/TheSummoner",[]
16,8886,"Art/2DItems/Divination/Images/TheCataclysm",[]
17,8887,"Art/2DItems/Divination/Images/TheHunger",[]
18,8888,"Art/2DItems/Divination/Images/TheHoarder",[]
19,8889,"Art/2DItems/Divination/Images/TheDrunkenAristocrat",[]
20,8890,"Art/2DItems/Divination/Images/TheSun",[]
21,8891,"Art/2DItems/Divination/Images/TheWarden",[]
22,8892,"Art/2DItems/Divination/Images/TheScarredMeadow",[]
23,8893,"Art/2DItems/Divination/Images/TheDarkMage",[]
24,8894,"Art/2DItems/Divination/Images/TheGemcutter",[]
25,8895,"Art/2DItems/Divination/Images/TheGambler",[]
26,8896,"Art/2DItems/Divination/Images/TheLover",[]
27,8897,"Art/2DItems/Divination/Images/ChaoticDisposition",[]
28,8898,"Art/2DItems/Divination/Images/TheRoadToPower",[]
29,8899,"Art/2DItems/Divination/Images/TheAvenger",[]
30,8900,"Art/2DItems/Divination/Images/EmperorsLuck",[]
31,8901,"Art/2DItems/Divination/Images/TimeLostRelic",[]
32,8902,"Art/2DItems/Divination/Images/LuckyConnections",[]
