"rownum","BaseItemTypesKey","Block"
0,5471,24
1,5472,23
2,5473,26
3,5474,25
4,5475,24
5,5476,23
6,5477,25
7,5478,26
8,5479,25
9,5480,24
10,5481,23
11,5482,25
12,5483,26
13,5484,25
14,5485,24
15,5486,23
16,5487,25
17,5488,25
18,5489,27
19,5490,29
20,5491,25
21,5492,26
22,5493,24
23,5494,27
24,5495,26
25,5496,25
26,5497,26
27,5498,24
28,5499,27
29,5500,26
30,5501,25
31,5502,26
32,5503,24
33,5504,27
34,5505,26
35,5506,25
36,5507,24
37,5508,26
38,5509,28
39,5510,22
40,5511,24
41,5512,22
42,5513,24
43,5514,23
44,5515,25
45,5516,24
46,5517,22
47,5518,24
48,5519,23
49,5520,25
50,5521,24
51,5522,22
52,5523,24
53,5524,23
54,5525,25
55,5526,22
56,5527,24
57,5528,26
58,5529,24
59,5530,24
60,5531,27
61,5532,26
62,5533,25
63,5534,24
64,5535,27
65,5536,26
66,5537,25
67,5538,24
68,5539,27
69,5540,26
70,5541,25
71,5542,22
72,5543,24
73,5544,26
74,5545,24
75,5546,22
76,5547,24
77,5548,26
78,5549,24
79,5550,22
80,5551,24
81,5552,26
82,5553,24
83,5554,22
84,5555,24
85,5556,24
86,5557,25
87,5558,26
88,5559,24
89,5560,24
90,5561,25
91,5562,26
92,5563,24
93,5564,24
94,5565,25
95,5566,26
96,5567,24
97,5568,20
