"rownum","Id","MonsterVarietiesKey","i32","rid","bool","bool","i32","i32","bool","rid","rid","i32","bool","i32","string","bool","bool","i32"
0,0,3610,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
1,1,424,141,337,1,1,0,0,"","","",0,"",0,"","",1,0
2,2,3568,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
3,3,1909,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
4,4,1910,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
5,5,282,141,337,1,1,0,0,"","","",0,"",0,"","",1,0
6,6,45,141,337,1,1,0,0,"","","",0,"",0,"","",1,0
7,7,"",11,416,1,1,0,0,"","","",0,"",0,"","",1,0
8,8,"",10,416,1,1,0,0,"","","",0,"",0,"","",1,0
9,9,"",9,337,1,1,0,0,"","","",0,"",0,"","",1,0
10,10,978,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
11,11,"",12,"",1,1,0,0,"","","",0,"",0,"","",1,0
12,12,"",13,"",1,1,0,0,"","","",0,"",0,"","",1,0
13,13,985,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
14,14,4454,141,252,1,1,0,0,"","","",0,"",0,"","",1,0
15,15,4514,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
16,16,4515,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
17,17,4516,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
18,18,1194,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
19,19,4249,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
20,20,3566,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
21,21,3854,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
22,22,1911,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
23,23,130,141,607,1,1,0,0,"","","",0,"",0,"","",1,0
24,24,446,141,607,1,1,0,0,"","","",0,"",0,"","",1,0
25,25,4281,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
26,26,4445,141,337,1,1,0,0,"","","",0,"",0,"","",1,0
27,27,4446,141,337,1,1,0,0,"","","",0,"",0,"","",1,0
28,28,"",15,337,1,1,0,0,"","","",0,"",0,"","",1,0
29,29,"",16,337,1,1,0,0,"","","",0,"",0,"","",1,0
30,30,4000,141,533,1,1,0,0,"","","",0,"",0,"","",1,0
31,31,"",14,413,1,1,0,0,"","","",0,"",0,"","",1,0
32,32,4250,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
33,33,4084,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
34,34,4252,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
35,35,4085,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
36,36,4086,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
37,37,4087,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
38,38,3065,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
39,39,3066,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
40,40,3067,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
41,41,1901,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
42,42,935,141,20,1,1,0,0,"","","",0,"",0,"","",1,0
43,43,119,141,20,1,1,0,0,"","","",0,"",0,"","",1,0
44,44,310,141,20,1,1,0,0,"","","",0,"",0,"","",1,0
45,45,438,141,20,1,1,0,0,"","","",0,"",0,"","",1,0
46,46,129,141,607,1,1,0,0,"","","",0,"",0,"","",1,0
47,47,445,141,607,1,1,0,0,"","","",0,"",0,"","",1,0
48,48,4081,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
49,49,4310,141,482,1,1,0,0,"","","",0,"",0,"","",1,0
50,50,3925,141,20,1,1,0,0,"","","",0,"",0,"","",1,0
51,51,3926,141,20,1,1,0,0,"","","",0,"",0,"","",1,0
52,52,3927,141,20,1,1,0,0,"","","",0,"",0,"","",1,0
53,53,4631,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
54,54,3570,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
55,55,4739,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
56,56,4283,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
57,57,2707,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
58,58,2708,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
59,59,1585,141,773,1,1,0,0,"","","",0,"",0,"","",1,0
60,60,4856,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
61,61,4858,141,457,1,1,0,0,"","","",0,"",0,"","",1,0
62,62,3112,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
63,63,4740,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
64,64,4741,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
65,65,4742,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
66,66,4884,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
67,67,1563,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
68,68,1563,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
69,69,1563,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
70,70,1563,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
71,71,3371,141,289,1,1,0,0,"","","",0,"",0,"","",1,0
72,72,3372,141,289,1,1,0,0,"","","",0,"",0,"","",1,0
73,73,4746,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
74,74,4794,141,775,1,1,0,0,"","","",0,"",0,"","",1,0
75,75,298,141,808,1,1,0,0,"","","",0,"",0,"","",1,0
76,76,4743,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
77,77,4623,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
78,78,4650,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
79,79,4179,141,781,1,1,0,0,"","","",0,"",0,"","",1,0
80,80,4795,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
81,81,4710,141,120,1,1,0,0,"","","",0,"",0,"","",1,0
82,82,2881,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
83,84,4712,141,252,1,1,0,0,"","","",0,"",0,"","",1,0
84,85,4713,141,252,1,1,0,0,"","","",0,"",0,"","",1,0
85,86,4796,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
86,87,4573,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
87,88,4052,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
88,89,1577,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
89,90,1578,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
90,91,1579,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
91,92,1574,141,252,1,1,0,0,"","","",0,"",0,"","",1,0
92,93,1575,141,252,1,1,0,0,"","","",0,"",0,"","",1,0
93,94,1576,141,252,1,1,0,0,"","","",0,"",0,"","",1,0
94,95,2884,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
95,96,4693,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
96,97,4653,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
97,98,4668,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
98,99,4629,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
99,100,4669,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
100,101,4671,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
101,102,4672,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
102,103,4656,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
103,104,2885,141,"",1,1,0,0,"","","",0,"",0,"","",1,0
