"rownum","Id","StatsKey","bool","StatMin","StatMax","bool"
0,"IsMagic",1943,"",1,1,""
1,"IsRare",1943,"",2,2,""
2,"IsUnique",1943,"",3,3,""
3,"IsTwinned",979,1,1,1,""
4,"IsUnidentified",1356,1,1,1,""
5,"IsCorrupted",2519,1,1,1,""
6,"Has4ExplicitMods",4487,1,4,4,""
7,"Has5ExplicitMods",4487,1,5,5,""
8,"Has8ExplicitMods",4487,1,8,8,""
9,"Has10TotalMods",6488,1,10,10,""
10,"Has3Leaguestones",5792,1,3,3,""
11,"HasZanaMod",7682,1,1,1,""
12,"HasCraftedMods",7683,1,1,1,""
13,"HasShaperInfluence",6823,"",1,1,""
14,"HasElderInfluence",6823,"",2,2,""
15,"HasShaperOrElderInfluence",6823,"",1,2,""
16,"IsWhiteTier",10004,"",1,5,""
17,"IsYellowTier",10004,"",6,10,""
18,"IsRedTier",10004,"",11,16,""
19,"IsTier15",10004,"",15,15,""
20,"IsTier16",10004,"",16,16,""
21,"HasSextantMod",5825,1,1,1,""
22,"HasNemesisSextant",4927,1,1,1,""
23,"HasGroundHasteSextant",5047,1,1,1,""
24,"HasNoReflectSextant",5073,1,1,1,""
25,"HasExtraTeamMonstersSextant",5081,1,1,1,""
26,"HasBodyguardsSextant",5110,1,1,1,""
27,"HasBarrelSextant1",5107,1,1,1,""
28,"HasBarrelSextant2",5134,1,1,1,""
29,"HasBarrelSextant3",5135,1,1,1,""
30,"HasBarrelSextant4",5136,1,1,1,""
31,"HasBarrelSextant5",5137,1,1,1,""
32,"HasBarrelSextant6",5138,1,1,1,""
33,"HasConvertOnDeathSextant",5080,1,1,1,""
34,"HasOnslaughtIfHitRecentlySextant",5030,1,1,1,""
35,"HasQualityAffectsRaritySextant",5065,1,1,1,""
36,"HasCorruptedDropsSextant",5067,1,1,1,""
37,"HasMinStrongboxRaritySextant",5133,1,1,1,""
38,"HasPossessedRustedScarabSextant",9328,1,1,1,""
39,"HasPossessedPolishedScarabSextant",9329,1,1,1,""
40,"HasPossessedGildedScarabSextant",9330,1,1,1,""
41,"HasPossessedWingedScarabSextant",9331,1,1,1,""
42,"HasPossessedUniqueDropSextant",9332,1,1,1,""
43,"HasPossessedMapDropSextant",9333,1,1,1,""
44,"HasShrineDurationSextant",5705,1,1,1,""
45,"HasCurrencyShardSextant",9337,1,1,1,""
46,"HasVaalMonstersSextant",9361,1,1,1,""
47,"HasBeyondSextant",9352,1,1,1,""
48,"HasTormentBetrayersSextant",9390,1,1,1,""
49,"HasTormentHereticsSextant",9391,1,1,1,""
50,"HasTormentGraverobbersSextant",9389,1,1,1,""
51,"HasCorruptEssenceSextant",9803,1,1,1,""
52,"HasTempests",3116,1,1,1,""
53,"HasLegionSextant",9349,1,1,1,""
54,"HasQuality",5066,1,20,20,""
55,"IsDeliriumMap",11497,1,1,1,""
