"rownum","Id","ItemVisualIdentity","ItemClass","i32"
0,"UniqueOneHandSword1",7462,9,1
1,"UniqueBow2",7471,13,1
2,"UniqueWand4",9401,8,1
3,"UniqueClaw4",9191,6,3
4,"UniqueStaff4",9438,14,4
5,"UniqueStaff9",10352,14,4
6,"UniqueBow4",8492,13,5
7,"UniqueDagger11",11069,7,5
8,"UniqueOneHandAxe3",9434,11,6
9,"UniqueRapier1",8471,10,7
10,"UniqueBow8",9003,13,9
11,"UniqueOneHandSword12",11078,9,10
12,"UniqueOneHandMace6",11080,12,10
13,"UniqueTwoHandSword2",7481,15,12
14,"UniqueClaw9",11074,6,12
15,"UniqueWand12",11621,8,24
16,"UniqueTwoHandAxe3",8495,16,13
17,"UniqueStaff13",11073,57,13
18,"UniqueDagger12",11070,7,15
19,"UniqueOneHandAxe7",11076,11,16
20,"UniqueTwoHandMace1",7477,17,17
21,"UniqueRapier2",9186,10,17
22,"UniqueDagger3",8485,56,20
23,"UniqueOneHandMace1",8490,12,20
24,"UniqueOneHandMace7",11081,12,20
25,"UniqueOneHandSword16",11689,9,20
26,"UniqueTwoHandMace7",9311,17,22
27,"UniqueOneHandSword7",9585,10,22
28,"UniqueTwoHandSword7",9837,15,22
29,"UniqueClaw6",9194,6,26
30,"UniqueRapier5",12048,10,26
31,"UniqueTwoHandMace2",7478,17,27
32,"UniqueOneHandSword4",9282,9,28
33,"UniqueBow11",9581,13,28
34,"UniqueOneHandSword13",11079,9,28
35,"UniqueOneHandAxe6",10912,11,29
36,"UniqueDagger2",7505,7,30
37,"UniqueWand9",10986,8,30
38,"UniqueBow3",7475,13,32
39,"UniqueOneHandMace8",11082,12,32
40,"UniqueTwoHandAxe2",8469,16,33
41,"UniqueClaw2",8516,6,34
42,"UniqueTwoHandMace10",11683,17,40
43,"UniqueSceptre1",8513,32,41
44,"UniqueSceptre2",9123,32,41
45,"UniqueRapier4",11691,10,43
46,"UniqueTwoHandSword1",7480,15,44
47,"UniqueDagger13",11685,56,44
48,"UniqueTwoHandAxe4",9002,16,45
49,"UniqueClaw8",10918,6,46
50,"UniqueOneHandClaw12",11667,6,46
51,"UniqueOneHandSword18",11723,9,47
52,"UniqueOneHandMace10",11687,12,50
53,"UniqueTwoHandSword3",8470,15,51
54,"UniqueStaff18",12193,14,52
55,"UniqueBow7",8505,13,53
56,"UniqueOneHandSword5",9345,9,53
57,"UniqueTwoHandMace4",8496,17,54
58,"UniqueTwoHandAxe14",11681,16,55
59,"UniqueSceptre10",10909,32,72
60,"UniqueWand11",11605,8,59
61,"UniqueTwoHandMace3",8480,17,57
62,"UniqueTwoHandAxe1",7461,16,58
63,"UniqueDagger8",9440,56,58
64,"UniqueOneHandSword11",10913,9,58
65,"UniqueWand1",8476,8,59
66,"UniqueOneHandAxe1",9214,11,65
67,"UniqueTwoHandSword10",11873,15,59
68,"UniqueOneHandMace4",10907,12,60
69,"UniqueOneHandSword19",11864,9,60
70,"UniqueClaw18",12268,6,60
71,"UniqueDagger16",12269,7,60
72,"UniqueDagger21",12334,7,60
73,"UniqueTwoHandSword11",11903,15,61
74,"UniqueBow5",8494,13,62
75,"UniqueBow6",8499,13,62
76,"UniqueClaw3",9157,6,62
77,"UniqueOneHandSword6",9582,9,62
78,"UniqueTwoHandAxe16",12475,16,62
79,"UniqueTwoHandMace11",11906,17,77
80,"UniqueOneHandAxe10",12309,11,63
81,"UniqueOneHandSword3",9203,9,64
82,"UniqueBow10",9321,13,64
83,"UniqueDagger9",9630,56,64
84,"UniqueTwoHandAxe10",11591,16,64
85,"UniqueOneHandSword17",11698,9,64
86,"UniqueOneHandAxe5",9426,11,65
87,"UniqueTwoHandSword8",10338,15,65
88,"UniqueTwoHandMace12",12172,17,65
89,"UniqueBow1",7467,13,66
90,"UniqueClaw1",8507,6,66
91,"UniqueBow9",9290,13,70
92,"UniqueOneHandMace5",10908,12,66
93,"UniqueClaw10",11539,6,66
94,"UniqueTwoHandAxe15",12168,16,66
95,"UniqueDagger17",12435,56,66
96,"UniqueTwoHandMace6",9280,17,67
97,"UniqueTwoHandSword6",9342,15,67
98,"UniqueStaff7",9589,57,71
99,"UniqueBow15",11711,13,68
100,"UniqueClaw14",11871,6,68
101,"UniqueOneHandSword20",11907,9,77
102,"UniqueBow17",12021,13,77
103,"UniqueTwoHandAxe13",12133,16,68
104,"UniqueOneHandSword24",12235,9,68
105,"UniqueOneHandAxe2",9366,11,69
106,"UniqueClaw13",11706,6,70
107,"UniqueClaw15",12024,6,77
108,"UniqueStaff20",12259,14,66
109,"UniqueStaff27",12319,57,60
110,"UniqueStaff22",12470,57,64
111,"UniqueStaff24",12591,57,68
112,"UniqueOneHandSword29",12522,9,56
113,"UniqueOneHandSword30",12523,9,56
114,"UniqueOneHandSword31",12875,9,62
115,"UniqueTwoHandSword12",12029,15,67
116,"UniqueTwoHandSword13",12029,15,67
117,"UniqueTwoHandSword14",13517,15,67
118,"UniqueDagger20",12315,7,60
119,"UniqueBow18",12068,13,58
120,"UniqueBow19",12069,13,58
121,"UniqueBow22",12645,13,57
122,"UniqueBow23",13463,13,58
123,"UniqueBow21",12455,13,75
124,"UniqueBow20",12436,13,62
125,"UniqueBow16",11888,13,64
126,"UniqueTwoHandAxe7",9554,16,64
127,"UniqueTwoHandAxe9",10996,16,66
