"rownum","Id","MonsterVarietiesKey","MonsterGroupNamesId"
0,"ProxyKey1",3687,1
1,"ProxyKey2",3688,2
2,"ProxyKey3",3689,3
3,"ProxyKey4",3690,4
4,"ProxyKey14",3691,5
5,"ProxyKey15",3480,6
6,"ProxyKey16",3481,6
7,"ProxyKey17",3482,6
8,"ProxyKey18",3483,6
9,"ProxyKey19",3484,6
10,"ProxyKey20",3485,6
11,"ProxyKey21",3486,6
12,"ProxyKey22",3487,6
13,"ProxyKey23",3488,6
14,"ProxyKey24",3489,6
15,"ProxyKey25",3490,6
16,"ProxyKey26",3491,7
17,"ProxyKey27",3492,7
18,"ProxyKey28",3493,7
19,"ProxyKey29",3494,7
20,"ProxyKey30",3497,7
21,"ProxyKey31",3498,7
22,"ProxyKey32",3040,8
23,"ProxyKey33",3041,8
24,"ProxyKey34",3042,8
25,"ProxyKey35",3043,8
26,"ProxyKey36",3044,8
27,"ProxyKey37",2720,9
28,"ProxyKey38",2724,9
29,"ProxyKey39",2757,9
30,"ProxyKey40",2759,9
31,"ProxyKey41",1798,10
32,"ProxyKey42",1800,10
33,"ProxyKey43",1801,10
34,"ProxyKey44",1713,10
35,"ProxyKey45",1714,10
36,"ProxyKey46",1715,11
37,"ProxyKey47",1799,11
38,"ProxyKey5",979,12
39,"ProxyKey6",980,12
40,"ProxyKey8",982,13
41,"ProxyKey9",983,13
42,"ProxyKey10",984,13
43,"ProxyKey7",3045,14
44,"ProxyKey11",3046,14
45,"ProxyKey12",3047,14
46,"ProxyKey13",3048,14
47,"ProxyKey48",3049,14
48,"ProxyKey49",4447,15
49,"ProxyKey50",4448,15
50,"ProxyKey51",4449,15
51,"ProxyKey52",4445,16
52,"ProxyKey53",4446,16
53,"ProxyKey54",4447,16
54,"ProxyKey55",4448,16
55,"ProxyKey56",4449,16
56,"ProxyKey57",3693,17
57,"ProxyKey58",3702,17
58,"ProxyKey59",3703,17
59,"ProxyKey60",3706,17
60,"ProxyKey61",3707,17
61,"ProxyKey62",3711,17
62,"ProxyKey63",3692,18
63,"ProxyKey64",3694,18
64,"ProxyKey65",3695,18
65,"ProxyKey66",3697,18
66,"ProxyKey67",3698,18
67,"ProxyKey68",3699,19
68,"ProxyKey69",3700,19
69,"ProxyKey70",3708,19
70,"ProxyKey71",3710,19
71,"ProxyKey72",3712,19
