"rownum","BaseItemTypesKey","Critical","Speed","DamageMin","DamageMax","RangeMax","Null6"
0,4408,500,833,1,1,13,0
1,4409,700,714,5,9,120,0
2,4410,700,833,9,16,120,0
3,4411,700,667,9,17,120,0
4,4412,700,769,14,27,120,0
5,4413,700,769,12,37,120,0
6,4414,800,833,23,42,120,0
7,4415,700,741,22,40,120,0
8,4416,700,833,26,48,120,0
9,4417,700,667,21,38,120,0
10,4418,700,769,28,52,120,0
11,4419,700,769,21,64,120,0
12,4420,800,833,33,61,120,0
13,4421,700,741,31,57,120,0
14,4422,700,833,38,71,120,0
15,4423,700,667,29,53,120,0
16,4424,700,769,35,65,120,0
17,4425,700,769,25,75,120,0
18,4426,800,833,35,64,120,0
19,4427,700,741,33,61,120,0
20,4428,750,714,16,30,120,0
21,4429,750,714,25,46,120,0
22,4430,750,714,29,54,120,0
23,4431,700,714,13,25,120,0
24,4432,700,714,27,50,120,0
25,4433,700,714,30,55,120,0
26,4434,700,800,5,9,120,0
27,4435,600,667,6,10,10,0
28,4436,600,690,4,17,10,0
29,4437,630,690,3,26,10,0
30,4438,610,667,7,27,10,0
31,4439,630,690,8,34,10,0
32,4440,650,769,10,41,10,0
33,4441,630,690,11,43,10,0
34,4442,650,833,15,59,10,0
35,4443,620,741,14,54,10,0
36,4444,600,714,11,45,10,0
37,4445,630,714,7,62,10,0
38,4446,610,667,13,52,10,0
39,4447,630,714,15,59,10,0
40,4448,650,833,19,75,10,0
41,4449,630,690,16,64,10,0
42,4450,650,833,22,87,10,0
43,4451,650,741,19,74,10,0
44,4452,650,714,19,76,10,0
45,4453,630,714,10,86,10,0
46,4454,610,667,19,74,10,0
47,4455,630,714,20,79,10,0
48,4456,650,833,24,95,10,0
49,4457,630,667,18,73,10,0
50,4458,650,833,24,97,10,0
51,4459,620,741,22,88,10,0
52,4460,630,714,12,46,10,0
53,4461,630,714,18,71,10,0
54,4462,630,714,20,79,10,0
55,4463,630,690,12,47,10,0
56,4464,630,690,18,73,10,0
57,4465,630,690,21,85,10,0
58,4466,620,625,4,11,11,0
59,4467,650,667,6,17,11,0
60,4468,630,645,7,23,11,0
61,4469,600,625,12,22,11,0
62,4470,630,645,12,31,11,0
63,4471,650,769,16,43,11,0
64,4472,600,625,14,38,11,0
65,4473,630,667,12,46,11,0
66,4474,630,667,15,44,11,0
67,4475,650,769,20,53,11,0
68,4476,630,667,15,51,11,0
69,4477,600,625,23,43,11,0
70,4478,630,667,20,53,11,0
71,4479,650,769,26,68,11,0
72,4480,600,625,21,56,11,0
73,4481,630,667,17,69,11,0
74,4482,630,667,21,64,11,0
75,4483,650,769,30,78,11,0
76,4484,630,667,21,73,11,0
77,4485,600,625,29,55,11,0
78,4486,630,667,26,68,11,0
79,4487,650,769,29,76,11,0
80,4488,600,625,25,65,11,0
81,4489,630,667,18,71,11,0
82,4490,630,667,23,68,11,0
83,4491,600,625,13,24,11,0
84,4492,600,625,20,37,11,0
85,4493,600,625,22,41,11,0
86,4494,500,667,6,11,11,0
87,4495,500,690,10,15,11,0
88,4496,500,667,11,21,11,0
89,4497,500,769,12,35,11,0
90,4498,500,741,19,34,11,0
91,4499,500,714,14,42,11,0
92,4500,500,833,27,50,11,0
93,4501,500,769,29,48,11,0
94,4502,500,741,26,46,11,0
95,4503,500,769,32,50,11,0
96,4504,500,667,25,46,11,0
97,4505,500,833,26,79,11,0
98,4506,500,769,35,65,11,0
99,4507,500,714,24,71,11,0
100,4508,500,833,45,83,11,0
101,4509,500,769,45,75,11,0
102,4510,500,741,40,71,11,0
103,4511,500,769,49,77,11,0
104,4512,500,667,38,70,11,0
105,4513,500,833,38,114,11,0
106,4514,500,769,47,87,11,0
107,4515,500,714,30,90,11,0
108,4516,500,833,54,100,11,0
109,4517,500,769,51,85,11,0
110,4518,500,741,44,79,11,0
111,4519,500,769,21,44,11,0
112,4520,500,769,32,67,11,0
113,4521,500,769,38,79,11,0
114,4522,500,690,5,11,11,0
115,4523,500,909,3,23,11,0
116,4524,500,645,4,9,11,0
117,4525,500,667,6,14,11,0
118,4526,500,645,5,22,11,0
119,4527,500,690,15,21,11,0
120,4528,500,714,16,30,11,0
121,4529,500,690,18,33,11,0
122,4530,500,667,20,33,11,0
123,4531,500,769,19,54,11,0
124,4532,500,870,28,60,11,0
125,4533,500,769,25,53,11,0
126,4534,500,645,13,53,11,0
127,4535,500,769,37,53,11,0
128,4536,500,833,38,70,11,0
129,4537,500,769,36,66,11,0
130,4538,500,667,34,55,11,0
131,4539,500,769,30,86,11,0
132,4540,500,870,44,94,11,0
133,4541,500,769,39,83,11,0
134,4542,500,645,20,80,11,0
135,4543,500,769,54,78,11,0
136,4544,500,833,53,98,11,0
137,4545,500,769,46,86,11,0
138,4546,500,667,41,68,11,0
139,4547,500,769,35,99,11,0
140,4548,500,714,37,80,11,0
141,4549,600,625,18,33,11,0
142,4550,600,625,27,51,11,0
143,4551,600,625,34,63,11,0
144,4552,550,645,5,11,14,0
145,4553,550,625,4,17,14,0
146,4554,600,667,11,20,14,0
147,4555,550,645,11,25,14,0
148,4556,550,625,12,29,14,0
149,4557,650,769,12,46,14,0
150,4558,550,625,18,33,14,0
151,4559,570,714,19,44,14,0
152,4560,600,645,19,40,14,0
153,4561,550,667,13,51,14,0
