"rownum","GrantedEffectsKey","string","bool","bool","bool","MiscAnimated","bool","bool","i32","bool","bool","bool","bool"
0,1344,"<lock>",1,1,1,17,"",1,0,"","",1,""
1,1345,"<lock>",1,1,1,18,"",1,0,"","",1,""
2,581,"<lock>",1,1,1,39,"",1,0,"","",1,""
3,1677,"<lock>",1,1,1,9,"",1,0,"","",1,""
4,1686,"<lock>",1,1,1,12,"",1,0,"","",1,""
5,1688,"<lock>",1,1,1,7,"",1,0,"","",1,""
6,1694,"<lock>",1,1,1,12,"",1,0,"","",1,""
7,1699,"<lock>",1,1,1,10,"",1,0,"","",1,""
8,1706,"<lock>",1,1,1,11,"",1,0,"","",1,""
9,1709,"<lock>",1,1,1,39,"",1,0,"","",1,""
10,1716,"<lock>",1,1,1,40,"",1,0,"","",1,""
11,1724,"<lock>",1,1,1,41,"",1,0,"","",1,""
12,1746,"<lock>",1,1,1,12,"",1,0,"","",1,""
13,5482,"<lock>",1,1,1,4,"",1,0,"","",1,""
14,1996,"<lock>",1,1,1,40,"",1,0,"","",1,""
15,2614,"<lock>",1,1,1,39,"",1,0,"","",1,""
16,2617,"<lock>",1,1,1,40,"",1,0,"","",1,""
17,2620,"<lock>",1,1,1,41,"",1,0,"","",1,""
18,3404,"<lock>",1,1,1,39,"",1,0,"","",1,""
19,3405,"<lock>",1,1,1,40,"",1,0,"","",1,""
20,3406,"<lock>",1,1,1,41,"",1,0,"","",1,""
21,3407,"<lock>",1,1,1,6,"",1,0,"","",1,""
22,3408,"<lock>",1,1,1,5,"",1,0,"","",1,""
23,950,"<lock>","",1,"",57,"",1,0,"","",1,""
24,971,"<lock>","",1,"",57,"",1,0,"","",1,""
25,981,"<lock>","",1,"",7,"",1,0,"","",1,""
26,988,"<lock>","",1,"",57,"",1,0,"","",1,""
27,993,"<lock>","",1,"",57,"",1,0,"","",1,""
28,1006,"<lock>","",1,"",9,"",1,0,"","",1,""
29,1014,"<lock>","",1,"",19,"",1,0,"","",1,""
30,1019,"<lock>","",1,"",57,"",1,0,"","",1,""
31,2060,"<lock>","",1,"",57,"",1,0,"","",1,""
32,2073,"<lock>","",1,"",57,"",1,0,"","",1,""
33,2080,"<lock>","",1,"",57,"",1,0,"","",1,""
34,3416,"<lock>","",1,"",19,"",1,0,"","",1,""
35,4394,"<lock>","",1,"",57,"",1,0,"","",1,""
36,7671,"<lock>","",1,"",57,"",1,0,"","",1,""
37,4955,"<lock>","",1,1,14,"",1,0,1,"",1,""
38,8221,"Head_Attachment",1,1,1,13,"",1,0,"","",1,""
39,8489,"<lock>",1,1,1,12,"",1,0,"","",1,""
40,8485,"<lock>",1,1,1,11,"",1,0,"","",1,""
41,8481,"<lock>",1,1,1,5,"",1,0,1,"","",""
42,8440,"<lock>",1,1,1,5,"",1,0,1,"","",""
43,1682,"<lock>",1,1,1,9,"",1,0,"","",1,""
44,1703,"<lock>",1,1,1,10,"",1,0,"","",1,""
45,1695,"<lock>",1,1,1,12,"",1,0,"","",1,""
46,1748,"<lock>",1,1,1,12,"",1,0,"","",1,""
47,7337,"<lock>",1,1,1,39,"",1,0,"","",1,""
48,7338,"<lock>",1,1,1,40,"",1,0,"","",1,""
49,7339,"<lock>",1,1,1,41,"",1,0,"","",1,""
50,8551,"<lock>",1,1,1,9,"",1,0,"","",1,""
51,8615,"<lock>",1,1,1,19,"",1,0,"","",1,""
52,8728,"<lock>",1,1,1,20,"",1,0,"","",1,""
53,2939,"R_Weapon",1,"","",24,1,"",1,"",1,"",1
54,1733,"R_Weapon",1,"","",24,1,"",1,"",1,"",1
55,304,"R_Weapon",1,"","",23,1,"",1,"",1,"",1
56,563,"R_Weapon",1,"","",29,1,"",1,"",1,"",1
57,926,"R_Weapon",1,"","",24,1,"",1,"",1,"",1
58,1935,"R_Weapon",1,"","",25,1,"",1,"",1,"",1
59,1668,"R_Weapon",1,"","",26,1,"",1,"",1,"",1
60,1652,"R_Weapon",1,"","",28,1,"",1,"",1,"",1
61,4526,"R_Weapon",1,"","",26,1,"",1,"",1,"",1
62,329,"R_Weapon",1,"","",27,1,"",1,"",1,"",1
63,3368,"R_Weapon",1,"","",27,1,"",1,"",1,"",1
64,9032,"<lock>",1,1,1,30,"",1,0,1,"","",""
65,2828,"<lock>",1,1,1,38,"",1,0,"","","",""
66,9251,"<lock>",1,1,1,42,"",1,0,"","","",""
67,9444,"<lock>",1,1,"",49,"",1,0,"","","",""
68,0,"<lock>",1,1,"",45,"",1,0,"","","",""
69,860,"<lock>",1,1,"",52,"",1,0,"","","",""
70,1971,"<lock>",1,1,"",51,"",1,0,"","","",""
71,9641,"<lock>",1,1,1,7,"",1,0,"","",1,""
72,1149,"<lock>",1,1,"",64,"",1,0,"","","",""
73,9729,"<root>",1,1,"",67,"","",0,"","","",""
74,9735,"<lock>",1,1,1,68,"",1,0,"","",1,""
75,2767,"<lock>",1,1,1,73,"",1,0,"","","",""
76,9788,"<lock>",1,1,1,74,"",1,0,"","",1,""
77,9754,"<lock>",1,1,1,76,"",1,0,"","","",""
78,9868,"<lock>",1,1,1,77,"",1,0,"","","",""
79,9873,"<lock>",1,1,"",80,"",1,0,"","","",""
80,1340,"<lock>",1,1,1,41,"",1,0,"","",1,""
81,10036,"<lock>",1,1,1,101,"",1,0,"","","",""
