"rownum","MonsterVarietiesKey","[rid]","[i32]","Name"
0,1101,[717],[50],"Drowned"
1,1103,[717],[50],"Drowned"
2,1105,[717],[50],"Drowned"
3,4224,[717],[100],"Savage Crab"
4,4231,[717],[75],"Savage Crab"
5,4238,[717],[50],"Savage Crab"
6,6006,[717],[50],"Kelp Crab"
7,6007,[717],[100],"Shore Crab"
8,6008,[717],[50],"Coconut Crab"
9,6009,[717],[50],"Spider Crab"
10,472,[717],[100],"Gravel Eater"
11,2689,[717],[50],"Cannibal"
12,2686,[717],[50],"Cannibal"
13,2649,[717],[50],"Cannibal"
14,2654,[717],[50],"Cannibal"
15,2712,[717],[50],"Cannibal Fire-eater"
16,2652,[717],[50],"Fire Fury"
17,1138,[717],[50],"Dripping Dead"
18,1141,[717],[50],"Dripping Dead"
19,1144,[717],[50],"Dripping Dead"
20,416,[717],[50],"Rhoa Mare"
21,424,[],[],"Tercel Rhoa"
22,1132,[717],[50],"Dripping Dead"
23,1134,[717],[50],"Dripping Dead"
24,1136,[717],[50],"Dripping Dead"
25,1044,"[483,717]","[80,50]","Tide Strider"
26,429,[717],[50],"Oozeback Bloom"
27,886,[717],[100],"Cursed Spawn"
28,495,[717],[100],"Cave Crustacean"
29,907,[717],[150],"Broodling"
30,1061,"[483,717]","[80,50]","Cavern Strider"
31,641,[717],[50],"Ancient Bonestalker"
32,485,[],[],"Brood Princess"
33,651,[717],[50],"Rattling Bones"
34,519,[717],[50],"Ancient Archer"
35,2687,[717],[50],"Cannibal"
36,2650,[717],[50],"Cannibal"
37,2713,[717],[50],"Cannibal Fire-eater"
38,215,[717],[50],"Goatman"
39,1536,[717],[50],"Gluttonous Gull"
40,984,[],[],"Kuduku, the False God"
41,256,[717],[50],"Goatman Shaman"
42,532,[717],[50],"Burning Bowman"
43,5239,[717],[50],"Dreadwheel"
44,5241,[717],[50],"Dreadwheel"
45,516,[],[],"Ironpoint the Forsaken"
46,253,[],[],"The Faun"
47,394,[717],[25],"Necromancer"
48,514,"[1085,9553,717]","[20,10,50]","Chatters"
49,539,[717],[50],"Brittle Poacher"
50,649,[717],[50],"Brittle Thief"
51,1206,[717],[50],"Rotting Damned"
52,1208,[717],[50],"Rotting Damned"
53,1210,[717],[50],"Rotting Damned"
54,142,[],[],"Brutus, Lord Incarcerator"
55,398,[],[],"Sawbones"
56,403,[717],[25],"Diabolist"
57,546,[717],[50],"Brittle Bleeder"
58,579,[717],[50],"Axiom Frostguard"
59,623,[717],[50],"Axiom Thunderguard"
60,677,[717],[50],"Brittle Thief"
61,229,[484],[80],"Bearded Devil"
62,267,[717],[50],"Bearded Shaman"
63,313,[717],[50],"Flame Hellion"
64,153,"[484,717]","[50,50]","Spectral Corsair"
65,425,[717],[50],"Murk Runner"
66,509,[],[],"Captain Fairgraves"
67,898,[717],[100],"Slimy Bloodsucker"
68,1035,"[483,717]","[80,50]","Seething Brine"
69,167,"[484,717]","[50,50]","Cursed Mariner"
70,494,[717],[50],"Scrabbling Menace"
71,887,[717],[100],"Fathom Screamer"
72,1032,[483],[80],"Stranglecharm"
73,1051,"[483,717]","[80,50]","Seething Brine"
74,171,"[484,717]","[50,50]","Ashen Buccaneer"
75,174,"[484,717]","[50,50]","Spectral Bowman"
76,460,"[484,717]","[80,100]","Obsidian Eater"
77,479,[],[],"Amarissa, Daughter of Merveil"
78,488,[717],[50],"Singing Siren"
79,900,[717],[100],"Slimy Bloodsucker"
80,151,[],[],"Merveil, the Twisted"
81,477,[],[],"Ambrosia, Daughter of Merveil"
82,481,[717],[100],"Merveil's Daughter"
83,482,[717],[100],"Merveil's Attendant"
84,3442,[717],[50],"Resplendent Construct"
85,3443,[717],[50],"Resplendent Construct"
86,1,"[1085,9553,717]","[20,10,50]","Calaf, Headstaver"
87,339,[717],[100],"Blood Ape"
88,352,[717],[25],"Blood Chieftain"
89,874,"[485,717]","[30,50]","Bramble Cobra"
90,1518,[717],[100],"Carrion Swarmer"
91,5,[717],[50],"Kraityn's Scout"
92,119,[],[],"Hairy Bonecruncher"
93,356,[717],[25],"Carnage Chieftain"
94,364,[717],[100],"Carnage Ape"
95,376,[],[],"Gneiss"
96,378,[717],[25],"Ruined Titan"
97,840,[717],[50],"Scarecrow"
98,842,[717],[50],"Scarecrow"
99,844,[717],[50],"Scarecrow"
100,846,[717],[50],"Scarecrow"
101,848,[717],[50],"Scarecrow"
102,850,[717],[50],"Scarecrow"
103,3859,"[484,717]","[80,75]","Dirt Scrabbler"
104,105,[],[],"Cave Beast"
105,110,[],[],"The Great White Beast"
106,366,[717],[100],"Barrow Ape"
107,369,[717],[25],"Stalag Nightmare"
108,944,[717],[100],"Cave Skitterer"
109,6,[717],[50],"Kraityn's Scout"
110,57,"[1085,9553,717]","[20,10,50]","Kraityn's Aspirant"
111,118,[],[],"Bone Cruncher"
112,370,[717],[25],"Rumbling Mass"
113,371,[717],[25],"Hulking Titan"
114,537,[717],[50],"Brittle Archer"
115,699,[717],[50],"Brittle Farmer"
116,701,[717],[50],"Brittle Farmer"
117,703,[717],[50],"Brittle Farmer"
118,705,[717],[50],"Brittle Farmer"
119,707,[717],[50],"Brittle Farmer"
120,831,[],[],"Bravalo"
121,586,[717],[50],"Frost Priest"
122,590,[717],[50],"Frost Preacher"
123,614,[717],[50],"Flame Priest"
124,631,[717],[50],"Thunder Priest"
125,643,[717],[50],"Brittle Cleric"
126,940,[717],[50],"Crypt Weaver"
127,400,[717],[25],"Defiler"
128,506,"[1085,9553,717]","[20,10,50]","Archbishop Geofri the Abashed"
129,584,[717],[50],"Frost Bishop"
130,610,[717],[50],"Flame Bishop"
131,653,[717],[50],"Vault Guardian"
132,541,[717],[50],"Sin Archer"
133,908,[717],[50],"Black Death"
134,941,[717],[50],"Mutant Arach"
135,945,[717],[100],"Spindle Spider"
136,1191,[717],[50],"Sutured Aberration"
137,1193,[717],[50],"Sutured Aberration"
138,1195,[717],[50],"Sutured Aberration"
139,145,[],[],"Fidelitas, the Mourning"
140,405,[717],[25],"Sin Lord"
141,638,[717],[50],"Sparking Mage"
142,777,"[484,717]","[50,50]","Sparking Bones"
143,938,[717],[50],"Corrupted Arach"
144,9,[717],[50],"Oak's Sniper"
145,35,[717],[50],"Kraityn, Scarbearer"
146,54,"[1085,9553,717]","[20,10,50]","Kraityn's Thrall"
147,11,[717],[50],"Shadow Archer"
148,51,[717],[50],"Callow Thug"
149,52,"[1085,9553,717]","[20,10,50]","Shadow Stalker"
150,58,"[1085,9553,717]","[20,10,50]","Callow Thug"
151,344,[717],[100],"Stygian Ape"
152,357,[717],[25],"Stygian Silverback"
153,873,"[485,717]","[30,50]","Bramble Cobra"
154,3083,[717],[100],"Plummeting Ursa"
155,3085,[717],[100],"Plummeting Ursa"
156,3,[717],[50],"Merciless Killer"
157,863,"[485,717]","[30,50]","Night Adder"
158,935,[717],[50],"Ink Spinner"
159,2626,"[717,6912]","[25,1]","Devourer"
160,32,"[2090,9553]","[20,10]","Alira Darktongue"
161,50,"[1085,9553,485]","[20,10,50]","Alira's Blood Guard"
162,1331,"[1085,9553,717]","[30,15,50]","Blackguard Soldier"
163,1332,[],[],"Captain Arteri"
164,910,[485],[50],"The Weaver"
165,915,[717],[50],"Lurking Venom"
166,924,[717],[50],"Vaal Recluse"
167,928,[717],[50],"Leaping Spider"
168,949,[717],[100],"Hatchling"
169,274,[717],[75],"Ancient Construct"
170,279,[717],[75],"Vaal Construct"
171,791,[717],[50],"Vaal Fallen"
172,795,[717],[50],"Vaal Fallen"
173,821,[717],[50],"Vaal Arsonist"
174,866,[717],[50],"Serpentine Construct"
175,39,[717],[50],"Oak, Skullbreaker"
176,59,[717],[50],"Oak's Devoted"
177,1056,"[483,717]","[80,50]","Boiling Ambusher"
178,4228,[717],[75],"Enraptured Crab"
179,4234,[717],[50],"Enraptured Crab"
180,121,[],[],"Thicket Hulk"
181,342,[717],[100],"Dread Primate"
182,882,"[485,717]","[30,50]","Glade Mamba"
183,120,[],[],"Shaggy Monstrosity"
184,136,[],[],"Armour Cruncher"
185,178,"[484,717]","[50,50]","Phantom Occultist"
186,278,[717],[75],"Ancient Construct"
187,581,[717],[50],"Frost Archmage"
188,607,[717],[50],"Flame Archmage"
189,626,[717],[50],"Thunder Archmage"
190,753,[717],[50],"Flame Guardian"
191,905,[717],[100],"Slimy Nemesis"
192,1562,[717],[25],"Ash Prophet"
193,1568,[717],[25],"Death Bishop"
194,3112,[],[],"Q'uru"
195,3895,[717],[50],"Howler"
196,747,"[1085,9553,717]","[20,10,50]","Frost Champion"
197,758,"[1085,9553,717]","[20,10,50]","Flame Champion"
198,784,"[1085,9553,484,717]","[20,10,50,50]","Thunder Guardian"
199,148,[],[],"Vaal Oversoul"
200,1167,[717],[50],"Shambling Cadaver"
201,1170,[717],[50],"Shambling Cadaver"
202,1173,[717],[50],"Shambling Cadaver"
203,1328,"[1085,9553,717]","[30,15,50]","Guard"
204,1329,[],[],"Guard Captain"
205,1595,[717],[50],"Flayed Warrior"
206,1598,[717],[50],"Restless Archer"
207,2037,[717],[50],"Undying Outcast"
208,1509,[482],[50],"Carrion Queen"
209,1615,"[485,717]","[30,50]","Spine Serpent"
210,2035,[],[],"Perpetus"
211,1555,[717],[25],"Cinder Elemental"
212,1559,[],[],"Hatebeat"
213,1605,[717],[50],"Incinerated Mage"
214,1917,[717],[50],"Undying Wretch"
215,1572,[717],[50],"Undying Incinerator"
216,1726,[717],[50],"Archer Statue"
217,1647,[717],[50],"Archer Statue"
218,1640,"[1085,9553]","[20,10]","Marceus the Defaced"
219,1900,[717],[50],"Undying Worker"
220,1978,[717],[50],"Undying Untouchable"
221,2039,[717],[50],"Undying Impaler"
222,1609,[717],[50],"Bleak Aspirant"
223,1913,[717],[50],"Undying Cultist"
224,1982,[717],[50],"Undying Archivist"
225,1239,[],[],"Captain Aurelianus"
