"rownum","rid","i32"
0,1202,3
1,1203,3
2,1204,3
3,1205,3
4,1206,3
5,1095,3
6,1191,3
7,1211,3
8,1215,3
9,1571,3
10,1572,3
11,1573,3
12,1574,3
13,1570,3
14,1569,3
15,1577,3
16,1575,3
17,1576,3
18,1578,3
19,1579,3
20,2022,3
21,4142,3
22,1696,3
23,1697,3
24,1698,3
25,1699,3
26,1700,3
27,1701,3
28,1702,3
29,1703,3
30,1704,3
31,1754,3
32,1755,3
33,1756,3
34,1757,3
35,1760,3
36,1763,3
37,1768,3
38,1775,3
39,4159,3
40,1780,3
41,1783,3
42,1993,3
43,1908,3
44,1909,3
45,1910,3
46,1911,3
47,1912,3
48,1913,3
49,1914,3
50,1915,3
51,1916,3
52,1917,3
53,1918,3
54,2088,3
55,2089,3
56,2090,3
57,2091,3
58,2092,3
59,2093,3
60,2094,3
61,2095,3
62,2096,3
63,2097,3
64,1133,2
65,1103,2
66,1202,2
67,1215,2
68,2254,2
69,460,2
70,1582,2
71,2115,2
72,578,2
73,1111,2
74,4181,2
75,1216,2
76,846,2
77,1552,2
78,1567,2
79,2020,2
80,2021,2
81,4142,2
82,1578,2
83,1579,2
84,1571,2
85,1575,2
86,1576,2
87,4013,2
88,4099,2
89,7353,2
90,7290,2
91,2126,2
92,519,2
93,872,2
94,886,2
95,701,2
96,1684,2
97,1687,2
98,1685,2
99,1690,2
100,1693,2
101,1695,2
102,1686,2
103,851,2
104,920,2
105,1773,2
106,1749,2
107,1769,2
108,1761,2
109,1766,2
110,1764,2
111,1758,2
112,805,2
113,812,2
114,876,2
115,1893,2
116,1898,2
117,1901,2
118,1894,2
119,1902,2
120,1906,2
121,1904,2
122,1753,2
123,1774,2
124,1770,2
125,1762,2
126,1767,2
127,1765,2
128,1759,2
129,1195,2
130,1143,2
131,1196,2
132,1189,2
133,1209,2
134,1131,2
135,1096,2
136,750,2
137,738,2
138,813,2
139,906,2
140,2084,2
141,2075,2
142,2081,2
143,2082,2
144,2083,2
145,2074,2
146,1200,2
147,1144,2
148,1201,2
149,1190,2
150,1210,2
151,1132,2
152,1097,2
153,643,2
154,1559,2
155,1561,2
156,1555,2
157,1568,2
158,1563,2
159,1562,2
160,1554,2
161,964,2
162,2070,2
163,2061,2
164,2067,2
165,2068,2
166,2069,2
167,2060,2
168,1883,2
169,1886,2
170,1880,2
171,1887,2
172,1891,2
173,1889,2
174,1879,2
175,531,2
176,1031,2
177,1006,2
178,1032,2
179,1034,2
180,1007,2
181,1041,2
182,4111,2
183,882,2
184,717,2
185,1544,2
186,1546,2
187,1540,2
188,1553,2
189,1548,2
190,1547,2
191,1539,2
192,850,2
193,1013,2
194,1009,2
195,1014,2
196,1033,2
197,1026,2
198,1019,2
199,1015,2
200,808,2
201,1669,2
202,1672,2
203,1670,2
204,1675,2
205,1678,2
206,1680,2
207,1671,2
208,1550,1
209,1565,1
210,1544,1
211,1559,1
212,1553,1
213,1568,1
214,4140,1
215,4141,1
216,1572,1
217,1573,1
218,4138,1
219,4104,1
220,1112,1
221,7797,1
222,1878,1
223,476,1
224,520,1
225,522,1
226,521,1
227,846,1
228,874,1
229,873,1
230,875,1
231,840,1
232,699,1
233,700,1
234,698,1
235,1103,1
236,4089,1
237,1682,1
238,1683,1
239,1681,1
240,1689,1
241,1688,1
242,4150,1
243,4151,1
244,639,1
245,918,1
246,919,1
247,917,1
248,915,1
249,1747,1
250,1748,1
251,1746,1
252,1771,1
253,1776,1
254,4157,1
255,1049,1
256,803,1
257,804,1
258,802,1
259,806,1
260,463,1
261,1907,1
262,1900,1
263,1903,1
264,1899,1
265,1897,1
266,4174,1
267,1038,1
268,1037,1
269,924,1
270,888,1
271,1077,1
272,1751,1
273,4158,1
274,1752,1
275,1750,1
276,1772,1
277,1777,1
278,1193,1
279,1194,1
280,1192,1
281,4130,1
282,748,1
283,749,1
284,747,1
285,746,1
286,1036,1
287,4106,1
288,2085,1
289,2078,1
290,4178,1
291,2079,1
292,2077,1
293,2086,1
294,1198,1
295,1199,1
296,1197,1
297,4129,1
298,1212,1
299,641,1
300,1133,1
301,642,1
302,640,1
303,1557,1
304,4144,1
305,1558,1
306,1556,1
307,1567,1
308,1566,1
309,2071,1
310,2065,1
311,2064,1
312,4176,1
313,2063,1
314,2072,1
315,1892,1
316,1888,1
317,1885,1
318,1884,1
319,1882,1
320,4173,1
321,532,1
322,533,1
323,534,1
324,1029,1
325,1030,1
326,1028,1
327,921,1
328,925,1
329,883,1
330,880,1
331,881,1
332,879,1
333,884,1
334,715,1
335,716,1
336,714,1
337,718,1
338,719,1
339,4121,1
340,770,1
341,704,1
342,1542,1
343,4143,1
344,1543,1
345,1541,1
346,1552,1
347,1551,1
348,4112,1
349,848,1
350,842,1
351,849,1
352,847,1
353,1011,1
354,1012,1
355,1010,1
356,1667,1
357,1673,1
358,1668,1
359,1666,1
360,1674,1
361,4148,1
362,4122,1
363,4113,1
364,4092,1
365,7464,0
366,905,0
367,877,0
368,887,0
369,901,0
370,7497,0
371,7496,0
372,1692,0
373,1691,0
374,7498,0
375,809,0
376,7362,0
377,904,0
378,7358,0
379,1781,0
380,1778,0
381,4161,0
382,7468,0
383,810,0
384,4172,0
385,7475,0
386,7545,0
387,1905,0
388,1895,0
389,7500,0
390,7502,0
391,4119,0
392,902,0
393,1782,0
394,1779,0
395,4160,0
396,7480,0
397,1128,0
398,4124,0
399,7478,0
400,1213,0
401,7476,0
402,1035,0
403,1005,0
404,2080,0
405,7909,0
406,7911,0
407,2087,0
408,2076,0
409,4179,0
410,7910,0
411,7479,0
412,1129,0
413,4125,0
414,7477,0
415,1214,0
416,7486,0
417,1565,0
418,1560,0
419,4141,0
420,7485,0
421,7499,0
422,7501,0
423,4118,0
424,7465,0
425,4109,0
426,2066,0
427,7906,0
428,7908,0
429,2073,0
430,2062,0
431,4177,0
432,7907,0
433,7546,0
434,7542,0
435,7543,0
436,1890,0
437,7544,0
438,1881,0
439,4175,0
440,4114,0
441,7482,0
442,7481,0
443,7504,0
444,7503,0
445,7547,0
446,1008,0
447,878,0
448,7484,0
449,1550,0
450,4140,0
451,7483,0
452,1545,0
453,7353,0
454,811,0
455,907,0
456,1020,0
457,7488,0
458,7489,0
459,1677,0
460,1676,0
461,7490,0
462,4149,0
463,7474,0
464,7472,0
465,6952,0
