"rownum","MonsterVarietiesKey","LegionFactionsKey","LegionRanksKey","i32","MiscAnimatedKey","i32","i32","[i32]","[i32]","[i32]","[i32]","[i32]","[i32]","i32","i32","[rid]","MonsterVarietiesKey2"
0,7172,0,0,0,[3045],10,2,[100],[200],[0],[440],[600],[60],15,50,[1],""
1,7173,0,0,0,[3046],10,2,[100],[200],[0],[580],[650],[60],15,50,[1],""
2,7174,0,0,0,[3045],10,2,[100],[200],[0],[440],[600],[60],15,50,[1],""
3,7175,0,0,0,[3046],10,2,[100],[200],[0],[550],[580],[60],15,50,[1],""
4,7176,0,0,0,[],0,2,[],[],[],[],[],[],15,50,[],""
5,7184,0,1,0,[3045],10,1,[100],[200],[0],[440],[600],[60],15,50,[1],""
6,7186,0,1,1,[3049],10,1,[10],[20],[0],[130],[300],[60],15,50,[1],""
7,7188,0,1,0,[],0,1,[],[],[],[],[],[],15,120,[],""
8,7192,0,2,0,[],0,1,[],[],[],[],[],[],15,50,[],""
9,7194,0,2,2,[],0,1,[],[],[],[],[],[],15,50,[],""
10,7198,0,3,3,[],0,1,[],[],[],[],[],[],15,50,[],""
11,7199,2,0,0,[3050],10,1,[100],[200],[0],[900],[1010],[60],15,60,[1],""
12,7202,2,1,1,[3053],10,1,[130],[200],[0],[170],[550],[75],15,60,[1],""
13,7204,2,1,0,[3052],10,1,[100],[200],[0],[580],[650],[50],15,60,[1],""
14,7208,2,2,0,[],0,1,[],[],[],[],[],[],15,40,[],""
15,7210,2,2,0,[],0,1,[],[],[],[],[],[],15,40,[],""
16,7212,2,3,3,[],0,1,[],[],[],[],[],[],15,60,[],""
17,7217,3,0,0,[3058],10,2,[100],[200],[0],[900],[1010],[60],15,50,[1],""
18,7219,3,0,0,[3058],10,1,[100],[200],[0],[900],[1010],[60],15,50,[1],""
19,7224,3,1,0,[],0,1,[],[],[],[],[],[],15,50,[],""
20,7225,3,1,1,[],0,1,[],[],[],[],[],[],15,110,[],""
21,7227,3,1,0,[],0,1,[],[],[],[],[],[],15,110,[],""
22,7232,3,2,0,[],0,1,[],[],[],[],[],[],15,60,[],""
23,7234,3,2,1,[],0,1,[],[],[],[],[],[],15,60,[],""
24,7237,3,3,3,[],0,1,[],[],[],[],[],[],15,60,[],7236
25,7240,4,0,0,[3056],10,1,[100],[200],[0],[440],[530],[60],15,50,[1],""
26,7241,4,0,0,[3056],10,1,[100],[200],[0],[440],[520],[60],15,50,[1],""
27,7242,4,0,0,[],0,1,[],[],[],[],[],[],15,60,[],""
28,7249,4,1,2,[],0,1,[],[],[],[],[],[],15,50,[],""
29,7250,4,1,2,[],0,1,[],[],[],[],[],[],15,50,[],""
30,7255,4,2,2,[],0,1,[],[],[],[],[],[],15,60,[],""
