"rownum","RewardOffer","i32","Characters","Reward","RewardLevel","rid","i32","string","[rid]","RewardStack","bool","bool","[rid]","i32","i32","[rid]","i32","rid","i32"
0,0,0,[1],5598,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
1,0,1,[1],5813,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
2,0,2,[1],5787,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
3,0,3,[1],5551,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
4,0,4,[1],5833,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
5,0,5,[1],6005,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
6,0,6,[6],5894,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
7,0,7,[6],5841,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
8,0,8,[6],5813,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
9,0,9,[6],5787,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
10,0,10,[6],5765,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
11,0,11,[6],5910,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
12,0,12,[0],5539,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
13,0,13,[0],5765,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
14,0,14,[4],5540,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
15,0,15,[4],5765,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
16,0,16,[4],5817,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
17,0,17,[4],5930,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
18,0,18,[4],6026,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
19,0,19,[3],5560,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
20,0,20,[3],5558,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
21,0,21,[3],5807,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
22,0,22,[3],5817,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
23,0,23,[3],5556,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
24,0,24,[5],5598,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
25,0,25,[5],5882,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
26,0,26,[5],5952,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
27,0,27,[5],5675,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
28,0,28,[5],5833,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
29,0,29,[5],5943,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
30,0,30,[2],5765,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
31,0,31,[2],5560,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
32,0,32,[2],5787,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
33,0,33,[2],6026,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
34,3,0,[1],5825,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
35,3,1,[1],5826,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
36,3,2,[1],5732,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
37,3,3,[1],5831,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
38,3,4,[1],5552,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
39,3,5,[1],6028,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
40,3,6,[6],5825,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
41,3,7,[6],5897,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
42,3,8,[6],5678,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
43,3,9,[6],5843,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
44,3,10,[6],5808,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
45,3,11,[6],6028,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
46,3,12,[0],5673,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
47,3,13,[0],5640,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
48,3,14,[0],5843,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
49,3,15,[0],5808,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
50,3,16,[4],5843,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
51,3,17,[4],5673,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
52,3,18,[4],5642,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
53,3,19,[4],5808,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
54,3,20,[4],5904,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
55,3,21,[4],5928,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
56,3,22,[3],5670,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
57,3,23,[3],5642,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
58,3,24,[3],5621,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
59,3,25,[3],5958,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
60,3,26,[5],5670,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
61,3,27,[5],5826,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
62,3,28,[5],5621,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
63,3,29,[5],5831,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
64,3,30,[5],5552,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
65,3,31,[2],5825,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
66,3,32,[2],5670,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
67,3,33,[2],5673,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
68,3,34,[2],5808,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
69,4,0,[1],5935,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
70,4,1,[6],5922,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
71,4,2,[6],5935,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
72,4,3,[0],5922,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
73,4,4,[4],5922,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
74,4,5,[4],5924,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
75,4,6,[3],5924,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
76,4,7,[5],5924,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
77,4,8,[5],5935,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
78,4,9,[2],5922,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
79,4,10,[2],5924,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
80,4,11,[2],5935,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
81,8,0,[1],5570,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
82,8,1,[1],5628,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
83,8,2,[1],5835,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
84,8,3,[1],5862,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
85,8,4,[1],5631,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
86,8,5,[1],6001,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
87,8,6,[1],5858,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
88,8,7,[6],5561,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
89,8,8,[6],5570,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
90,8,9,[6],5696,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
91,8,10,[6],5631,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
92,8,11,[6],6045,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
93,8,12,[0],5696,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
94,8,13,[0],5561,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
95,8,14,[0],6045,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
96,8,15,[4],5561,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
97,8,16,[4],5696,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
98,8,17,[4],5564,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
99,8,18,[4],5860,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
100,8,19,[4],6045,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
101,8,20,[3],5564,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
102,8,21,[3],5567,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
103,8,22,[3],5696,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
104,8,23,[3],5835,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
105,8,24,[3],5959,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
106,8,25,[5],5567,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
107,8,26,[5],5570,1,"",0,"",[],1,"","",[],1275,0,[],0,"",0
