"rownum","Monster"
0,5424
1,4166
2,5025
3,1023
4,5038
5,5035
6,5037
7,5034
8,5031
9,5535
10,5032
11,5033
12,5040
13,5536
14,5537
15,5036
16,5039
17,5041
18,5022
19,5532
20,5533
21,5020
22,5021
23,5023
24,5024
25,5050
26,5059
27,5052
28,5053
29,5061
30,5062
31,5029
32,5026
33,5534
34,5027
35,5028
36,5030
37,5058
38,5066
39,5054
40,5063
41,5056
42,5057
43,5065
44,5541
45,5543
46,5055
47,5064
48,5540
49,5542
50,5051
51,5060
52,5067
53,5049
54,5047
55,5048
56,5044
57,5538
58,5042
59,5043
60,5045
61,5539
62,5046
63,5018
64,5019
65,5010
66,5012
67,5016
68,5017
69,5009
70,5006
71,5529
72,5007
73,5008
74,5013
75,5530
76,5531
77,5011
78,5015
79,5014
80,5076
81,5077
82,5081
83,5079
84,5080
85,5547
86,5078
87,5546
88,5075
89,5069
90,5070
91,5074
92,5072
93,5073
94,5545
95,5071
96,5544
97,5068
98,1022
99,5091
100,5092
101,5093
102,5088
103,5089
104,5090
105,5082
106,5083
107,5084
108,5085
109,5086
110,5087
111,5094
112,5097
113,5095
114,5096
115,2068
116,7378
117,7379
118,7380
119,7381
120,7382
121,7383
122,7384
123,7385
124,7386
125,7387
126,7388
127,7389
128,7390
129,7391
130,7392
131,7393
132,7394
133,7395
134,7396
135,7397
136,7398
137,7399
138,7400
139,7401
140,7402
141,7403
142,7404
143,7405
144,7406
145,7407
146,7408
147,7409
148,7410
149,7411
150,7412
151,7413
152,7414
153,7415
154,7416
155,7417
156,7418
157,7419
158,7420
159,7421
160,7422
161,7423
162,7424
163,7425
164,7426
165,7427
166,7428
167,7429
168,7430
169,7431
170,7432
171,7433
172,7434
173,7435
174,7436
175,7437
176,7438
177,7439
178,7440
179,7441
180,7442
181,7443
182,7444
183,7445
184,7446
185,7447
186,7448
187,7449
188,7450
189,7451
190,7452
191,7453
192,7454
193,7455
194,7456
195,7457
196,7458
197,7459
198,7460
199,7461
200,7462
201,7463
202,7464
203,7465
204,7466
205,7467
206,7468
207,7469
208,7470
209,7471
210,7472
211,7473
212,7474
213,7475
214,7476
215,7477
216,7478
217,7479
218,7480
219,7481
220,7482
221,7483
222,7484
223,7485
224,7486
225,7487
226,7488
227,7489
228,7490
229,7491
230,7492
231,7493
232,7494
233,7495
234,7496
235,7497
236,7498
237,7499
238,7500
239,7501
240,7502
241,7503
242,7504
243,7505
244,7506
245,7507
246,7508
247,7509
248,7510
249,7511
250,7512
251,7513
252,7514
253,7515
254,7516
255,7517
256,7518
257,7519
258,7520
259,7521
260,7522
261,7523
262,7524
263,7525
264,7526
265,7527
266,7528
267,7529
268,7530
269,7531
270,7532
271,7533
272,7534
273,7535
274,7536
275,7537
276,7538
277,7539
278,7540
279,7541
280,7542
281,7543
282,7544
283,7545
284,7546
285,7547
286,7548
287,7549
288,7550
289,7551
290,7552
291,7553
292,7554
293,7555
294,7556
295,7557
296,7558
297,7559
298,7560
299,7561
300,7562
301,7563
302,7564
303,7565
304,7566
305,7567
306,7568
307,7569
308,7570
309,7571
310,7572
311,7573
312,7574
313,7575
314,7576
315,7577
316,7578
317,7579
318,7580
319,7581
320,7582
321,7583
322,7584
323,7585
324,7586
325,7587
326,7588
327,7589
328,7590
329,7591
330,7592
331,7593
332,7594
333,7595
334,7596
335,7597
336,7598
337,7599
338,7600
339,7601
340,7602
341,7603
342,7604
343,7605
344,7606
345,7607
346,7608
347,7609
348,7610
349,7611
350,7612
351,7613
352,7614
353,7615
354,7616
355,7617
356,7618
357,7619
358,7620
359,7621
360,7622
361,7623
362,7624
363,7625
364,7626
365,7627
366,7628
367,7629
368,7630
369,7637
370,7657
371,7172
372,7173
373,7174
374,7175
375,7176
376,7177
377,7178
378,7179
379,7180
380,7181
381,7182
382,7183
383,7184
384,7185
385,7186
386,7187
387,7188
388,7189
389,7190
390,7191
391,7192
392,7193
393,7194
394,7195
395,7196
396,7197
397,7198
398,7199
399,7200
400,7201
401,7202
402,7203
403,7204
404,7205
405,7206
406,7207
407,7208
408,7209
409,7210
410,7211
411,7212
412,7213
413,7214
414,7215
415,7217
416,7218
417,7219
418,7220
419,7221
420,7222
421,7223
422,7224
423,7225
424,7226
425,7227
426,7228
427,7229
428,7230
429,7231
430,7232
431,7233
432,7234
433,7235
434,7236
435,7237
436,7238
437,7239
438,7240
439,7241
440,7242
441,7243
442,7244
443,7245
444,7246
445,7247
446,7248
447,7249
448,7250
449,7251
450,7252
451,7253
452,7254
453,7255
454,7256
455,7257
456,7258
457,7259
458,7260
459,7261
460,7262
461,7263
462,7264
463,7265
464,7266
465,7267
466,7268
467,7269
468,7270
469,7271
470,7272
471,7273
472,7274
473,7275
474,7276
475,7277
476,7278
477,7279
478,7280
479,7281
480,7282
481,7283
482,7284
483,7285
484,7286
485,7287
486,7288
487,7289
488,7290
489,7291
