"rownum","Buff","[rid]","i32"
0,"global_auras",[468],-1
1,"global_auras",[462],-2
2,"global_auras",[464],-3
3,"global_auras",[466],-4
4,"global_auras",[162],-5
5,"global_auras",[146],-6
6,"global_auras",[151],-7
7,"global_auras",[154],-8
8,"global_auras",[148],-9
9,"global_auras",[952],-10
10,"global_auras",[958],-11
11,"global_auras",[963],-12
12,"global_auras",[980],-13
13,"global_auras",[986],-14
14,"global_auras",[991],-15
15,"global_auras",[1003],-16
16,"global_auras",[1004],-17
17,"global_auras",[1005],-18
18,"global_auras",[1013],-19
19,"global_auras",[1012],-20
20,"global_auras",[1050],-21
21,"global_auras",[1051],-22
22,"global_auras",[1052],-23
23,"global_auras",[1070],-24
24,"global_auras",[1072],-25
25,"global_auras",[1073],-26
26,"global_auras",[1074],-27
27,"global_auras",[1140],-28
28,"global_auras",[1145],-29
29,"global_auras",[1143],-30
30,"global_auras",[1146],-31
31,"global_auras",[1150],-32
32,"global_auras",[1151],-33
33,"global_auras",[1198],-34
34,"global_auras",[1201],-35
35,"global_auras",[1204],-36
36,"global_auras",[1228],-37
37,"global_auras",[1229],-38
38,"global_auras",[1296],-39
39,"global_auras",[1297],-40
40,"global_auras",[1321],-41
41,"global_auras",[1340],-42
42,"global_auras",[1341],-43
43,"global_auras",[1361],-44
44,"global_auras",[1366],-45
45,"global_auras",[1367],-46
46,"global_auras",[1368],-47
47,"global_auras",[1369],-48
48,"global_auras",[1410],-49
49,"global_auras",[1416],-50
50,"global_auras",[1417],-51
51,"global_auras",[1504],-52
52,"global_auras",[1505],-53
53,"global_auras",[1506],-54
54,"global_auras",[1507],-55
55,"global_auras",[1508],-56
56,"global_auras",[1509],-57
57,"global_auras",[1614],-58
58,"global_auras",[1615],-59
59,"global_auras",[1667],-60
60,"global_auras",[1668],-61
61,"global_auras",[1723],-62
62,"global_auras",[1735],-63
63,"global_auras",[1736],-64
64,"global_auras",[1737],-65
65,"global_auras",[1791],-66
66,"global_auras",[1792],-67
67,"global_auras",[1793],-68
68,"global_auras",[1794],-69
69,"global_auras",[1795],-70
70,"anger",[147],0
71,"anger",[148],1
72,"anger",[149],2
73,"hatred",[150],0
74,"hatred",[151],1
75,"hatred",[152],2
76,"hatred",[713],3
77,"wrath",[153],0
78,"wrath",[154],1
79,"wrath",[155],2
80,"haste",[157],0
81,"haste",[462],1
82,"haste",[158],2
83,"steelskin",[1030],0
84,"steelskin",[1479],1
85,"steelskin",[1031],2
86,"ignite",[2],0
87,"ignite",[367],1
88,"ignite",[461],2
89,"ignite",[368],3
90,"ignite",[369],4
91,"ignite",[370],5
92,"ignite",[371],6
93,"ignite",[1010],7
94,"ignite",[1090],8
95,"ignite",[1158],9
96,"ignite",[1348],10
97,"ignite",[1307],11
98,"ignite",[1349],12
99,"ignite",[1346],13
100,"ignite",[1450],14
101,"ignite",[1565],15
102,"ignite",[1573],16
103,"ignite",[1581],17
104,"ignite",[1582],18
105,"ignite",[1605],19
106,"ignite",[1658],20
107,"ignite",[1662],21
108,"ignite",[1663],22
109,"ignite",[1678],23
110,"ignite",[1728],24
111,"ignite",[1733],25
112,"ignite",[1787],26
113,"ignite",[1800],27
114,"ignite",[1813],28
115,"shock",[5],0
116,"shock",[215],1
117,"shock",[216],2
118,"shock",[217],3
119,"shock",[1091],4
120,"shock",[218],5
121,"shock",[1566],6
122,"shock",[1574],7
123,"shock",[1674],8
124,"shock",[1677],9
125,"shock",[1786],10
126,"shock",[1815],11
127,"chill",[3],0
128,"chill",[1612],1
129,"chill",[1779],2
130,"chill",[1788],3
131,"chill",[1817],4
132,"freeze",[4],0
133,"freeze",[1613],1
134,"freeze",[1790],2
135,"freeze",[1814],3
136,"poison",[11],0
137,"poison",[1739],1
138,"poison",[1812],2
139,"bleed",[135],0
140,"bleed",[137],1
141,"bleed",[1537],2
142,"bleed",[1816],3
143,"bleed_moving",[136],0
144,"bleed_moving",[138],1
145,"bleed_moving",[1538],2
146,"bleed_moving",[1816],3
147,"fire_exposure",[996],0
148,"cold_exposure",[997],0
149,"lightning_exposure",[998],0
150,"fire_exposure",[1567],1
151,"cold_exposure",[1568],1
152,"lightning_exposure",[1569],1
153,"fire_exposure",[1570],2
154,"cold_exposure",[1571],2
155,"lightning_exposure",[1572],2
156,"infernal_blow_debuff",[872],0
157,"infernal_blow_debuff",[1583],1
158,"infernal_blow_debuff2",[873],0
159,"infernal_blow_debuff2",[1584],1
160,"infernal_blow_debuff3",[874],0
161,"infernal_blow_debuff3",[1585],1
162,"arcane_cloak",[1192],0
163,"arcane_cloak",[1586],1
164,"exsanguinate",[1495],0
165,"exsanguinate",[1587],1
166,"exsanguinate",[1705],2
167,"void_burst",[1588],0
168,"ambush_stealth",[1590],0
169,"cold_snap",[1593],4
170,"blood_rage",[13],0
171,"blood_rage",[1594],1
172,"lightning_strike_vaal_debuff",[857],0
173,"lightning_strike_vaal_debuff",[857],1
174,"lightning_strike_vaal_debuff",[1598],2
175,"lightning_strike_vaal_debuff",[1699],3
176,"herald_of_ash_buff",[897],-1
177,"herald_of_ash_buff",[319],0
178,"herald_of_ash_burning_buff",[168],0
179,"herald_of_ash_buff",[492],1
180,"herald_of_ash_burning_buff",[461],1
181,"herald_of_ash_buff",[491],2
182,"herald_of_ash_burning_buff",[168],2
183,"herald_of_ash_buff",[670],3
184,"herald_of_ash_burning_buff",[367],3
185,"herald_of_ash_buff",[674],4
186,"herald_of_ash_burning_buff",[168],4
187,"herald_of_ash_buff",[717],5
188,"herald_of_ash_burning_buff",[168],5
189,"herald_of_ash_buff",[803],6
190,"herald_of_ash_burning_buff",[811],6
191,"herald_of_ash_buff",[807],7
192,"herald_of_ash_burning_buff",[168],7
193,"herald_of_ash_buff",[878],8
194,"herald_of_ash_burning_buff",[168],8
195,"herald_of_ash_buff",[882],9
196,"herald_of_ash_burning_buff",[168],9
197,"herald_of_ash_buff",[891],10
198,"herald_of_ash_burning_buff",[168],10
199,"herald_of_ash_buff",[902],11
200,"herald_of_ash_burning_buff",[168],11
201,"herald_of_ash_buff",[907],12
202,"herald_of_ash_burning_buff",[168],12
203,"herald_of_ash_buff",[1034],13
204,"herald_of_ash_burning_buff",[168],13
205,"herald_of_ash_buff",[1057],14
206,"herald_of_ash_burning_buff",[1090],14
207,"herald_of_ash_buff",[1154],15
208,"herald_of_ash_burning_buff",[1158],15
209,"herald_of_ash_buff",[1234],16
210,"herald_of_ash_burning_buff",[168],16
211,"herald_of_ash_buff",[1281],17
212,"herald_of_ash_burning_buff",[168],17
213,"herald_of_ash_buff",[1303],18
214,"herald_of_ash_burning_buff",[1307],18
215,"herald_of_ash_buff",[1372],19
216,"herald_of_ash_burning_buff",[168],19
217,"herald_of_ash_buff",[1444],20
218,"herald_of_ash_burning_buff",[1448],20
219,"herald_of_thunder_buff",[897],-1
220,"herald_of_thunder_buff",[321],0
221,"herald_of_thunder_buff",[321],1
222,"herald_of_thunder_buff",[595],2
223,"herald_of_thunder_buff",[672],3
224,"herald_of_thunder_buff",[676],4
225,"herald_of_thunder_buff",[719],5
226,"herald_of_thunder_buff",[805],6
227,"herald_of_thunder_buff",[809],7
228,"herald_of_thunder_buff",[880],8
229,"herald_of_thunder_buff",[884],9
230,"herald_of_thunder_buff",[893],10
231,"herald_of_thunder_buff",[904],11
232,"herald_of_thunder_buff",[909],12
233,"herald_of_thunder_buff",[1036],13
234,"herald_of_thunder_buff",[1059],14
235,"herald_of_thunder_buff",[1156],15
236,"herald_of_thunder_buff",[1236],16
237,"herald_of_thunder_buff",[1282],17
238,"herald_of_thunder_buff",[1304],18
239,"herald_of_thunder_buff",[1373],19
240,"herald_of_thunder_buff",[1445],20
241,"herald_of_ice_buff",[897],-1
242,"herald_of_ice_buff",[320],0
243,"herald_of_ice_buff",[320],1
244,"herald_of_ice_buff",[594],2
245,"herald_of_ice_buff",[671],3
246,"herald_of_ice_buff",[675],4
247,"herald_of_ice_buff",[718],5
248,"herald_of_ice_buff",[804],6
249,"herald_of_ice_buff",[808],7
250,"herald_of_ice_buff",[879],8
251,"herald_of_ice_buff",[883],9
252,"herald_of_ice_buff",[892],10
253,"herald_of_ice_buff",[903],11
254,"herald_of_ice_buff",[908],12
255,"herald_of_ice_buff",[1035],13
256,"herald_of_ice_buff",[1058],14
257,"herald_of_ice_buff",[1155],15
258,"herald_of_ice_buff",[1235],16
259,"herald_of_ice_buff",[1283],17
260,"herald_of_ice_buff",[1305],18
261,"herald_of_ice_buff",[1374],19
262,"herald_of_ice_buff",[1446],20
263,"herald_of_thunder_active_buff",[0],-1
264,"herald_of_thunder_active_buff",[322],0
265,"herald_of_thunder_active_buff",[322],1
266,"herald_of_thunder_active_buff",[679],2
267,"herald_of_thunder_active_buff",[678],3
268,"herald_of_thunder_active_buff",[677],4
269,"herald_of_thunder_active_buff",[720],5
270,"herald_of_thunder_active_buff",[806],6
271,"herald_of_thunder_active_buff",[810],7
272,"herald_of_thunder_active_buff",[881],8
273,"herald_of_thunder_active_buff",[885],9
274,"herald_of_thunder_active_buff",[894],10
275,"herald_of_thunder_active_buff",[905],11
276,"herald_of_thunder_active_buff",[910],12
277,"herald_of_thunder_active_buff",[1037],13
278,"herald_of_thunder_active_buff",[1060],14
279,"herald_of_thunder_active_buff",[1157],15
280,"herald_of_thunder_active_buff",[1237],16
281,"herald_of_thunder_active_buff",[1284],17
282,"herald_of_thunder_active_buff",[1306],18
283,"herald_of_thunder_active_buff",[1375],19
284,"herald_of_thunder_active_buff",[1447],20
285,"herald_of_agony_buff",[897],-1
286,"herald_of_agony_buff",[914],0
287,"herald_of_agony_buff",[914],1
288,"herald_of_agony_buff",[914],2
289,"herald_of_agony_buff",[914],3
290,"herald_of_agony_buff",[914],4
291,"herald_of_agony_buff",[914],5
292,"herald_of_agony_buff",[914],6
293,"herald_of_agony_buff",[914],7
294,"herald_of_agony_buff",[914],8
295,"herald_of_agony_buff",[914],9
296,"herald_of_agony_buff",[917],10
297,"herald_of_agony_buff",[915],11
298,"herald_of_agony_buff",[916],12
299,"herald_of_agony_buff",[918],13
300,"herald_of_agony_buff",[919],14
301,"herald_of_agony_buff",[1152],15
302,"herald_of_agony_buff",[1239],16
303,"herald_of_agony_buff",[1280],17
304,"herald_of_agony_buff",[1302],18
305,"herald_of_agony_buff",[1371],19
306,"herald_of_agony_buff",[1443],20
307,"herald_of_light_buff",[897],-1
308,"herald_of_light_buff",[921],0
309,"herald_of_light_buff",[921],1
310,"herald_of_light_buff",[921],2
311,"herald_of_light_buff",[921],3
312,"herald_of_light_buff",[921],4
313,"herald_of_light_buff",[921],5
314,"herald_of_light_buff",[921],6
315,"herald_of_light_buff",[921],7
316,"herald_of_light_buff",[921],8
317,"herald_of_light_buff",[921],9
318,"herald_of_light_buff",[924],10
319,"herald_of_light_buff",[922],11
320,"herald_of_light_buff",[923],12
321,"herald_of_light_buff",[925],13
322,"herald_of_light_buff",[926],14
323,"herald_of_light_buff",[1153],15
324,"herald_of_light_buff",[1238],16
325,"herald_of_light_buff",[1279],17
326,"herald_of_light_buff",[1301],18
327,"herald_of_light_buff",[1370],19
328,"herald_of_light_buff",[1442],20
329,"burning_arrow_debuff",[1168],0
330,"burning_arrow_debuff",[1169],1
331,"mortar_barrage_mine_aura",[1124],0
332,"mortar_barrage_mine_aura",[1616],2
333,"mine_lightning_explosion_aura",[1114],0
334,"mine_lightning_explosion_aura",[1617],2
335,"cold_projectile_mine_aura",[1123],0
336,"cold_projectile_mine_aura",[1618],2
337,"vaal_arc_buff",[887],6
338,"vaal_arc_buff",[935],7
339,"vaal_arc_buff",[1097],8
340,"flame_wall_burning",[168],0
341,"flame_wall_burning",[1045],1
342,"flame_wall_burning",[1561],2
343,"flame_wall_burning",[1623],3
344,"plague_bearer_at_max_damage",[897],-1
345,"plague_bearer_at_max_damage",[1110],0
346,"plague_bearer_at_max_damage",[1110],1
347,"plague_bearer_at_max_damage",[1110],2
348,"plague_bearer_buff_active_aura",[897],-1
349,"plague_bearer_buff_active_aura",[1111],0
350,"plague_bearer_buff_active_aura",[1111],1
351,"plague_bearer_buff_active_aura",[1111],2
352,"plague_bearer_accumulating",[897],-1
353,"plague_bearer_accumulating",[1120],0
354,"plague_bearer_accumulating",[1624],1
355,"plague_bearer_accumulating",[1745],2
356,"plague_bearer_aura",[897],-1
357,"plague_bearer_aura",[1121],0
358,"plague_bearer_aura",[1625],1
359,"plague_bearer_aura",[1746],2
360,"penance_brand_magma_pustule",[1299],0
361,"penance_brand_magma_pustule",[1626],2
362,"penance_brand_many_charges",[1316],0
363,"penance_brand_many_charges",[1627],2
364,"winter_brand_burn",[1317],0
365,"winter_brand_burn",[1628],2
366,"winter_brand_secondary_burn",[1318],0
367,"winter_brand_secondary_burn",[1629],2
368,"winter_brand_orb",[1322],0
369,"winter_brand_orb",[1630],2
370,"divine_cry_buff",[1564],0
371,"divine_cry_buff",[1633],2
372,"divine_cry_buff",[1634],3
373,"blight_channel_main",[526],0
374,"blight_channel_main",[1089],1
375,"blight_channel_main",[1525],2
376,"blight_channel_main",[1526],3
377,"blight_channel_main",[1558],4
