"rownum","BaseItemTypesKey","ModsKeys","AchievementItemsKey","MapFragmentFamilies","bool","bool","bool","bool","bool","bool"
0,6756,[7795],"[1583,7005]",20,"","","","","",1
1,6757,[7795],"[1583,7005]",20,"","","","","",1
2,6758,[7795],"[1583,7005]",20,"","","","","",1
3,6759,[7795],"[1583,7005]",20,"","","","","",1
4,6761,[7796],[1583],20,"","","","","",1
5,6762,[7796],[1583],20,"","","","","",1
6,6763,[7796],[1583],20,"","","","","",1
7,6764,[7796],[1583],20,"","","","","",1
8,6771,[7799],[],20,"","","","","",1
9,6772,[7799],[],20,"","","","","",1
10,6773,[7799],[],20,"","","","","",1
11,6774,[7799],[],20,"","","","","",1
12,6776,[7800],[],20,"","","","","",1
13,6777,[7800],[],20,"","","","","",1
14,6778,[7800],[],20,"","","","","",1
15,6779,[7800],[],20,"","","","","",1
16,6781,[7801],[],20,"","","","","",1
17,6782,[7801],[],20,"","","","","",1
18,6783,[7801],[],20,"","","","","",1
19,6784,[7801],[],20,"","","","","",1
20,6786,[7802],[],20,"","","","","",1
21,6787,[7802],[],20,"","","","","",1
22,6788,[7802],[],20,"","","","","",1
23,6789,[7802],[],20,"","","","","",1
24,6791,[7803],[],20,"","","","","",""
25,8780,[17784],[7006],1,1,"","","","",""
26,8781,[17785],[7006],1,1,"","","","",""
27,8782,[17786],[7006],1,1,"","","","",""
28,8783,[17787],"[7006,7144]",1,1,"","","","",""
29,8784,[17788],[7006],2,1,"","","","",""
30,8785,[17789],[7006],2,1,"","","","",""
31,8786,[17790],[7006],2,1,"","","","",""
32,8787,[17791],"[7006,7145]",2,1,"","","","",""
33,8788,[17792],[7006],3,1,"","","","",""
34,8789,[17793],[7006],3,1,"","","","",""
35,8790,[17794],[7006],3,1,"","","","",""
36,8791,[17795],"[7006,7146]",3,1,"","","","",""
37,8792,[17796],[7006],0,1,"","","","",""
38,8793,[17797],[7006],0,1,"","","","",""
39,8794,[17798],[7006],0,1,"","","","",""
40,8795,[17799],"[7006,7147]",0,1,"","","","",""
41,8796,[17800],[7006],0,1,"","","","",""
42,8797,[17801],[7006],0,1,"","","","",""
43,8798,[17802],[7006],0,1,"","","","",""
44,8799,[17803],[7006],0,1,"","","","",""
45,8800,[17804],[7006],4,1,1,"","","",""
46,8801,[17805],[7006],4,1,1,"","","",""
47,8802,[17806],[7006],4,1,1,"","","",""
48,8803,[17807],"[7006,7148]",4,1,1,"","","",""
49,8804,[17808],[7006],5,1,"",1,"","",""
50,8805,[17809],[7006],5,1,"",1,"","",""
51,8806,[17810],[7006],5,1,"",1,"","",""
52,8807,[17811],"[7006,7149]",5,1,"",1,"","",""
53,8808,[17812],[7006],0,1,"","","","",""
54,8809,[17813],[7006],0,1,"","","","",""
55,8810,[17814],[7006],0,1,"","","","",""
56,8811,[17815],"[7006,7150]",0,1,"","","","",""
57,8812,[17816],[7006],6,1,"","","","",""
58,8813,[17817],[7006],6,1,"","","","",""
59,8814,[17818],[7006],6,1,"","","","",""
60,8815,[17819],"[7006,7151]",6,1,"","","","",""
61,8816,[17820],[7006],7,1,"","","","",""
62,8817,[17821],[7006],7,1,"","","","",""
63,8818,[17822],[7006],7,1,"","","","",""
64,8819,[17823],"[7006,7152]",7,1,"","","","",""
65,8820,[17824],[7006],8,1,"","","","",""
66,8821,[17825],[7006],8,1,"","","","",""
67,8822,[17826],[7006],8,1,"","","","",""
68,8823,[17827],"[7006,7153]",8,1,"","","","",""
69,8824,[17828],[7006],9,1,"","","","",""
70,8825,[17829],[7006],9,1,"","","","",""
71,8826,[17830],[7006],9,1,"","","","",""
72,8827,[17831],"[7006,7154]",9,1,"","","","",""
73,8828,[17832],[7006],10,1,"","","","",""
74,8829,[17833],[7006],10,1,"","","","",""
75,8830,[17834],[7006],10,1,"","","","",""
76,8831,[17835],"[7006,7155]",10,1,"","","","",""
77,8832,[17836],[7006],11,1,"","","","",""
78,8833,[17837],[7006],11,1,"","","","",""
79,8834,[17838],[7006],11,1,"","","","",""
80,8835,[17839],"[7006,7156]",11,1,"","","","",""
81,8836,[17840],[7006],12,1,"","","","",""
82,8837,[17841],[7006],12,1,"","","","",""
83,8838,[17842],[7006],12,1,"","","","",""
84,8839,[17843],"[7006,7157]",12,1,"","","","",""
85,8840,[17844],[],13,1,"","","","",""
86,8841,[17845],[],13,1,"","","","",""
87,8842,[17846],[],13,1,"","","","",""
88,8843,[17847],[],13,1,"","","","",""
89,8844,[17848],[],14,1,"","","","",""
90,8845,[17849],[],14,1,"","","","",""
91,8846,[17850],[],14,1,"","","","",""
92,8847,[17851],[],14,1,"","","","",""
93,6817,"[19686,19691]",[],15,"","","",1,"",""
94,6818,"[19687,19692]",[],16,"","","",1,"",""
95,6819,"[19688,19693]",[],17,"","","",1,"",""
96,6820,"[19689,19694]",[],18,"","","",1,"",""
97,6821,"[19690,19695]",[],19,"","","",1,"",""
98,6822,"[19696,19701]",[],15,"","","",1,"",""
99,6823,"[19697,19702]",[],16,"","","",1,"",""
100,6824,"[19698,19703]",[],17,"","","",1,"",""
101,6825,"[19699,19704]",[],18,"","","",1,"",""
102,6826,"[19700,19705]",[],19,"","","",1,"",""
103,8850,[20046],[],20,"","","","","",""
104,8851,[20047],[],20,"","","","","",""
105,8852,[20048],[],20,"","","","","",""
106,8853,[20049],[],20,"","","","","",""
107,8854,[20050],[],20,"","","","","",""
108,8855,[20051],[],20,"","","","","",""
109,8856,[20052],[],20,"","","","","",""
110,8857,[20053],[],20,"","","","","",""
111,8858,[20054],[],20,"","","","","",""
112,8859,[20055],[],20,"","","","","",""
113,8860,[20056],[],20,"","","","","",""
114,8861,[20057],[],20,"","","","","",""
115,8862,[20058],[],20,"","","","","",""
116,6827,[7797],[],20,"","","",1,"",""
117,6842,[23426],[7776],20,1,"","","",1,""
