"rownum","BaseItemTypesKey","ItemCurrentLevel","Experience"
0,5532,1,0
1,5532,2,70
2,5532,3,378
3,5532,4,1932
4,5532,5,8599
5,5532,6,34646
6,5532,7,84371
7,5532,8,180085
8,5532,9,349680
9,5532,10,633439
10,5532,11,1087435
11,5532,12,1790563
12,5532,13,2851786
13,5532,14,4917656
14,5532,15,7424766
15,5532,16,13223702
16,5532,17,28307621
17,5532,18,56100356
18,5532,19,99970095
19,5532,20,342051651
20,5533,1,0
21,5533,2,15249
22,5533,3,56766
23,5533,4,138749
24,5533,5,286717
25,5533,6,537274
26,5533,7,942360
27,5533,8,1390078
28,5533,9,2005396
29,5533,10,2840035
30,5533,11,4410795
31,5533,12,6044782
32,5533,13,8195812
33,5533,14,11008001
34,5533,15,16107361
35,5533,16,25508092
36,5533,17,40781458
37,5533,18,67068040
38,5533,19,129958630
39,5533,20,342004647
40,5534,1,0
41,5534,2,9569
42,5534,3,37758
43,5534,4,96904
44,5534,5,208096
45,5534,6,401896
46,5534,7,722176
47,5534,8,1081266
48,5534,9,1579774
49,5534,10,2261831
50,5534,11,3183608
51,5534,12,4911487
52,5534,13,6703256
53,5534,14,9056935
54,5534,15,12127847
55,5534,16,21223313
56,5534,17,37263203
57,5534,18,67080320
58,5534,19,129975376
59,5534,20,342026975
60,5537,1,0
61,5537,2,15249
62,5537,3,56766
63,5537,4,138749
64,5537,5,286717
65,5537,6,537274
66,5537,7,942360
67,5537,8,1390078
68,5537,9,2005396
69,5537,10,2840035
70,5537,11,4410795
71,5537,12,6044782
72,5537,13,8195812
73,5537,14,11008001
74,5537,15,16107361
75,5537,16,25508092
76,5537,17,40781458
77,5537,18,67068040
78,5537,19,129958630
79,5537,20,342004647
80,5539,1,0
81,5539,2,70
82,5539,3,378
83,5539,4,1932
84,5539,5,8599
85,5539,6,34646
86,5539,7,84371
87,5539,8,180085
88,5539,9,349680
89,5539,10,633439
90,5539,11,1087435
91,5539,12,1790563
92,5539,13,2851786
93,5539,14,4917656
94,5539,15,7424766
95,5539,16,13223702
96,5539,17,28307621
97,5539,18,56100356
98,5539,19,99970095
99,5539,20,342051651
100,5540,1,0
101,5540,2,70
102,5540,3,378
103,5540,4,1932
104,5540,5,8599
105,5540,6,34646
106,5540,7,84371
107,5540,8,180085
108,5540,9,349680
109,5540,10,633439
110,5540,11,1087435
111,5540,12,1790563
112,5540,13,2851786
113,5540,14,4917656
114,5540,15,7424766
115,5540,16,13223702
116,5540,17,28307621
117,5540,18,56100356
118,5540,19,99970095
119,5540,20,342051651
120,5541,1,0
121,5541,2,9569
122,5541,3,37758
123,5541,4,96904
124,5541,5,208096
125,5541,6,401896
126,5541,7,722176
127,5541,8,1081266
128,5541,9,1579774
129,5541,10,2261831
130,5541,11,3183608
131,5541,12,4911487
132,5541,13,6703256
133,5541,14,9056935
134,5541,15,12127847
135,5541,16,21223313
136,5541,17,37263203
137,5541,18,67080320
138,5541,19,129975376
139,5541,20,342026975
140,5542,1,0
141,5542,2,9569
142,5542,3,37758
143,5542,4,96904
144,5542,5,208096
145,5542,6,401896
146,5542,7,722176
147,5542,8,1081266
148,5542,9,1579774
149,5542,10,2261831
