"rownum","WorldAreasKey","MonsterVarietiesKeys","TerrainMetadata"
0,1087,[5171],"Metadata/Monsters/KitavaDemon/KitavaDemonSpawnerPlaguewingMapElderClone"
1,1088,[2342],""
2,1089,"[2321,2315,2318]",""
3,1090,[2286],""
4,1091,[5402],""
5,1092,"[3584,3584,4884]",""
6,1093,[5727],"Metadata/Terrain/EndGame/MapDesert/Objects/MummyEventSpawnerKiraElderClone"
7,1094,[2302],""
8,1095,[4472],""
9,1096,[4043],""
10,1097,"[4307,4313,4314,4315,4316]",""
11,1098,[4895],""
12,1099,[2403],""
13,1100,"[3893,3938]",""
14,1101,[3826],""
15,1102,[2305],""
16,1103,[3879],""
17,1104,[2330],""
18,1105,[5773],""
19,1106,"[2430,2433]",""
20,1107,"[4874,4984,4988]",""
21,1108,[2283],""
22,1109,"[2531,2579,2565]",""
23,1110,"[2372,2385]",""
24,1112,[4443],""
25,1114,[3959],""
26,1115,[252],""
27,1116,[3992],""
28,1117,"[4333,4340,4341,4342,4343]",""
29,1118,"[4022,4033]",""
30,1119,[5698],""
31,1120,[5756],""
32,1121,[1358],""
33,1122,[2407],""
34,1123,[3220],""
35,1124,[3772],""
36,1125,[2480],""
37,1126,[1353],""
38,1127,[8379],""
39,1128,[4398],""
40,1129,[2312],""
41,1130,[1152],"Metadata/Terrain/EndGame/MapMausoleum/Objects/TolmanBossSpawnerMapElderClone"
42,1131,[5362],""
43,1132,[2396],"Metadata/Monsters/Spiders/SpiderBoss/MapBossSpawnerSimplifiedElderClone"
44,1133,[4124],""
45,1134,[1928],""
46,1135,[2421],""
47,1136,[4215],""
48,1137,[2382],""
49,1138,[1013],""
50,1140,[5658],""
51,1142,"[2356,2365]",""
52,1143,[2309],""
53,1237,[5392],""
54,1145,[2292],""
55,1146,[1977],""
56,1147,[2436],""
57,1148,[2298],""
58,1149,[982],""
59,1150,[2334],""
60,1152,[3116],""
61,1154,[1467],""
62,1155,[2392],"Metadata/Monsters/Spiders/SpiderBoss/MapBossSpawnerElderClone"
63,1156,[1896],""
64,1157,[1994],""
65,1158,[1515],""
66,1159,[5336],""
67,1160,"[1387,1424,1440]",""
68,1162,[3962],""
69,1163,[2463],""
70,1164,"[1261,1288,1291]",""
71,1166,[2644],""
72,1167,[2324],""
73,1169,[2418],""
74,1171,[2337],""
75,1172,[5301],""
76,1174,"[5768,5764]",""
77,1175,"[3584,5138]",""
78,1176,[5185],""
79,1177,"[1017,1020]",""
80,1178,[75],""
81,1179,[4475],""
82,1180,[5325],""
83,1182,"[4410,4413,4416]",""
84,1183,[4117],""
85,1185,[4132],""
86,1186,[5415],""
87,1187,"[4279,4284,4285,4286,4287]",""
88,1188,[5382],""
89,1189,[2483],""
90,1190,[3849],""
91,1191,"[2527,2539,2558]",""
92,1192,[2426],""
93,1193,[1899],""
94,1194,[2280],""
95,1196,[4520],""
96,1197,"[2439,2442]",""
97,1199,[4603],""
98,1200,[2466],""
99,1201,[4140],""
100,1202,[2327],""
101,1203,"[190,4478]",""
102,1204,[4154],""
103,1205,[5810],""
104,1206,[2400],""
105,1207,[4046],""
106,1209,[5125],""
107,1210,"[5619,3584]",""
108,1211,[5778],""
109,1213,[2375],""
110,1214,"[3908,3929,3950]",""
111,1215,[1579],""
112,1216,[7038],""
113,1218,[3375],""
114,1220,"[4067,4061,4053]",""
115,1221,[4015],""
116,1222,[2459],""
117,1223,[980],""
118,1224,[1340],""
119,1225,[5671],""
120,1226,"[2446,3584]",""
121,1227,[2939],""
122,1228,"[5863,3584]",""
123,1229,"[3584,4143]",""
124,1230,[4073],""
125,1231,"[4346,4348]",""
126,1232,[4599],""
127,1233,[5636],""
128,1234,[4516],""
129,1235,[5710],""
130,1236,"[1582,1589]",""
131,1144,[4385],""
132,1238,[5120],""
133,1239,[5379],""
134,1240,[5148],""
135,1241,[5794],""
136,1242,[4870],""
137,1243,[4863],""
138,1244,[4858],""
139,1245,[4867],""
140,1246,[4950],""
141,1247,"[3199,3202,3205]",""
142,1253,[8189],""
143,1255,[8165],""
144,1256,"[8140,8143,8146]",""
145,1257,[8203],""
146,1259,[8174],"Metadata/Terrain/EndGame/MapBurn/Objects/BossEventSarcophagusElder"
147,1260,[8182],""
148,1261,[8405],""
149,1262,"[8195,8428]",""
150,1263,"[5288,5312]",""
151,1264,"[8150,8153,8156]",""
152,1265,[6240],""
