"rownum","Id","rid","rid","rid","i32","bool","bool","bool","bool","i32","i32","i32","bool","i32","bool","bool","rid","i32","f32","f32","f32","bool","rid","string"
0,0,118,20,452,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
1,1,128,20,511,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
2,2,129,20,516,0,"","","","",10,15,0,"",4,"","","",0,1,1,1,1,"",""
3,3,137,20,552,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
4,4,144,20,575,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
5,5,128,20,511,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
6,6,184,20,766,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
7,7,216,20,1010,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
8,8,283,20,1231,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
9,9,302,20,1363,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
10,10,308,31,1388,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
11,11,130,31,516,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
12,12,342,20,1521,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
13,13,349,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
14,14,350,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
15,15,368,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
16,16,368,31,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
17,17,372,31,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
18,18,384,24,1718,0,"","","",1,0,15,0,"",4,"","","",0,1,1,1,1,"",""
19,19,390,31,1726,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
20,20,369,31,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
21,21,370,31,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
22,22,392,20,1745,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
23,23,399,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
24,24,399,31,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
25,25,405,20,1791,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
26,26,406,20,1792,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
27,27,396,20,1769,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
28,28,373,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
29,29,393,20,1745,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
30,30,425,31,1866,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
31,31,427,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
32,32,441,20,516,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
33,33,421,20,1847,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
34,34,448,20,2012,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
35,35,471,26,2108,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
36,36,451,20,2051,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
37,37,452,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
38,38,453,20,"",50,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
39,39,468,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
40,40,473,26,2109,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
41,41,472,25,2108,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
42,42,495,20,"",0,1,1,"","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
43,43,496,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
44,44,497,20,793,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
45,45,525,31,2385,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
46,46,495,40,"",0,1,1,"","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
47,47,504,20,1745,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
48,48,510,20,"",50,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
49,49,517,20,"",0,"",1,"","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
50,50,521,20,2379,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
51,51,522,20,2381,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
52,52,523,20,2380,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
53,53,526,31,2414,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
54,54,527,31,2415,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
55,55,544,40,2435,0,"","","","",0,15,50,"",4,"","","",0,1,1,1,1,"",""
56,56,546,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
57,57,547,20,"",50,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
58,58,549,31,2445,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
59,59,567,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
60,60,570,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
61,61,577,31,2523,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
62,62,574,31,"",0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
63,63,590,20,2591,20,1,1,"","",0,8,0,"",2,"","","",0,1,1,1,1,"",""
64,64,591,20,2583,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
65,65,601,20,2708,50,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
66,66,600,20,"",0,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
67,67,603,20,2634,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
68,68,605,20,2635,25,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
69,69,611,26,"",0,"","","","",0,0,0,"",4,"","","",0,1,1,1,1,"",""
70,70,638,24,2774,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
71,71,645,24,2774,25,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
72,72,649,20,2803,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
73,73,650,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
74,74,651,24,2822,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
75,75,652,24,2823,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
76,76,656,20,2841,0,"","","","",0,11,0,"",4,"","","",0,1,1,1,1,"",""
77,77,660,20,2918,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
78,78,551,31,2942,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
79,79,672,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
80,80,678,20,3126,0,"","","","",0,11,0,"",4,"","","",0,1,1,1,1,"",""
81,81,574,20,2841,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
82,82,677,20,3189,25,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
83,83,684,20,3154,0,1,"","","",0,18,0,"",4,"","","",0,1,1,1,1,"",""
84,84,701,20,3209,0,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
85,85,699,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
86,86,717,20,"",0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
87,87,718,20,"",0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
88,88,721,20,3285,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
89,89,553,31,3022,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
90,90,405,20,1791,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
91,91,740,20,3439,25,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
92,92,741,20,"",25,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
93,93,744,20,2583,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
94,94,746,20,552,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
95,95,756,20,1790,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
96,96,740,20,3439,25,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
97,97,555,31,3482,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
98,98,89,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
99,99,766,20,2583,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
100,100,767,24,2634,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
101,101,769,20,3519,0,"","","","",0,9,0,"",4,"","","",0,1,1,1,1,"",""
102,102,772,26,3531,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
103,103,277,28,1193,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
104,104,267,28,1375,0,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
105,105,800,20,3601,0,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
106,106,806,20,3612,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
107,107,807,20,3613,20,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
108,108,781,28,3585,0,"","","","",0,13,0,"",4,"","","",0,1,1,1,1,"",""
109,109,818,20,3677,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
110,110,822,20,3665,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
111,111,824,20,1456,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
112,112,826,20,3697,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
113,113,849,20,3785,0,1,"","","",4,20,0,"",4,"","","",0,1,1,1,1,"",""
114,114,850,20,3798,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
115,115,853,31,3818,0,"","",1,"",0,10,-50,"",4,"","","",0,1,1,1,1,"",""
