"rownum","Id","MultiPartAchievementsKey1","MultiPartAchievementsKey2","i32","i32"
0,"KillGuardianOfTheVaultAfterKillingTreasureGolems","",60,4,-1
1,"KillAhuatotliActivePyramidsCounter","",34,4,-1
2,"KillKurgalObselisksDetonatedCounter",47,"",0,-1
3,"KillVaalPyramidBossesInReverse1","",21,0,-1
4,"KillVaalPyramidBossesInReverse2a","",21,1,0
5,"KillVaalPyramidBossesInReverse2b","",21,0,2
6,"KillBazurWithoutDamageFromLiantraSkills",76,"",0,-1
7,"KillBazurWith8ThunderTomesKilled","",77,8,-1
8,"KillBaronConditionallyHasBeenHitByRune",78,"",0,-1
9,"KillBaronConditionallyAllSquaresActivated",79,"",0,-1
10,"KillSirusWithoutBeingAffectedByDeatomizationStorm",80,"",0,-1
11,"KillSirusWithoutBeingAffectedByDesolationOfTheAwakener",81,"",0,-1
12,"KillSirusWithoutBeingHitByCorridorBlast",82,"",0,-1
13,"KillSirusWithoutInterruptingCorridorBlast",83,"",0,-1
14,"KIllSirusWithoutBeingHitBySpinningNegationBeams",84,"",0,-1
15,"KillVeritaniaConditionallyWithoutEnteringHurricane",85,"",0,-1
16,"KillVeritaniaConditionallyWithoutHitFromTornado",86,"",0,-1
17,"KillAlHezminWithoutAnyTunnellingVipersEmerging",87,"",0,-1
18,"KillDroxAfterDestroyingAtLeast10VexillumImmortalis","",88,10,-1
19,"KillKitavaInBelfryMapWithoutBeingAffectedByDevouringDarkness",89,"",0,-1
20,"KillNightmaresOmenInPrimordialPoolWithoutTakingDamageFromBloodProjectiles",90,"",0,-1
21,"KillNightmaresOmenInPrimordialPoolAfter2Submerges","",91,2,-1
22,"KillVarheshInTerraceWithoutBecomingFearful",92,"",0,-1
23,"KillStalkerOfEndlessDunesWithoutBeingAffectedBySandstorm",95,"",0,-1
24,"KillSallazzangWithoutSuppressingFire",96,"",0,-1
25,"KillFallenQueenAfterBrokenPrinceAndHollowLady",94,"",0,-1
26,"KillPortentiaTheFoulAfter3Transforms","",97,3,-1
27,"KillPortentiaTheFoulWithoutBeingAffectedByEffluents",98,"",0,-1
28,"KillChimeraAfterSearching25Clouds","",99,25,-1
29,"KillShaperWithoutDamageFromNonMelee",100,"",0,-1
30,"KillOshabiWithoutBeingAffectedBySacredSuffering",101,"",0,-1
31,"KillOshabiWithoutBeingHitByOrbOfThorns",102,"",0,-1
32,"KillOshabiWithoutBeingHitByVineHammer",103,"",0,-1
33,"KillOshabiWithoutBeingHitByVolatileOrchard",104,"",0,-1
34,"KillHallowedHuskAfter3BloodRains","",105,3,-1
35,"KillHallowedHuskWithoutStandingInProximityShield",106,"",0,-1
36,"KillVaalTempleBossesInReverse",107,"",0,-1
37,"KillChayulaAfter3ChaosCyclones","",108,3,-1
38,"KillChayulaWithoutBeingHitByChaosCycloneProjectiles",109,"",0,-1
39,"KillHighTemplarWithoutBeingAffectedByColdBeam",110,"",0,-1
40,"KillAdmiralDarnawWithoutBeingHitByOceansWave",111,"",0,-1
41,"KillUnbreakableMk1WithoutBeingAffectedByMagneticStorm",112,"",0,-1
42,"KillNashtaTheUsurperWithoutDetonatingVolatileEmberstorms",113,"",0,-1
43,"KillVoxTwinsWithoutBecomingImmobilised",114,"",0,-1
44,"KillVoxTwins",115,"",0,-1
45,"KillVoxTwinsWithoutTwinsSwappingPositions",116,"",0,-1
46,"KillCaptainClayborneWithoutDefeatingDrownedCrew","",118,0,-1
47,"KillOrmudFiendOfTheFloodWithoutBeingHitByWaterVortexOrCollapsingOrb",119,"",0,-1
48,"KillBramblefallBossesWithoutBeingHitBySlamScreechSpikesBossDead","",120,2,-1
49,"KillBramblefallBossesWithoutBeingHitBySlamScreechSpikes",121,"",0,-1
50,"KillFoundryMapBossesWithinThreeSecondsOfOneAnother",122,"",1,-1
51,"KillFoundryMapBossesWithoutBeingHitByCorpseRain",123,"",0,-1
52,"DefeatTheMavenWithoutMoreThan16VolatilesEver",124,"",0,-1
53,"DefeatTheMavenWithoutFailingMemoryGame",125,"",0,-1
54,"DefeatTheMavenWithoutBeingHitByElasticBeams",126,"",0,-1
55,"KillPromenadeBossesWhileAffectedByConductivity","",127,1,-1
56,"KillNightmaresOmenWhile8RuneTrapsAreActive","",128,8,-1
57,"KillMirageOfBonesWhile3ClonesAreActive","",129,3,-1
58,"KillThePrimalOneWithoutBeingHitBySunder",130,"",0,-1
59,"PhysicalBreachSpawnerTriggered","",131,4,-1
60,"KillTrialmasterWithoutBeingHitByBloodOrb",132,"",0,-1
61,"KillTrialmasterWithoutBeingHitBySpearPulse",133,"",0,-1
62,"KillTrialmasterAfterCollectingAllCurrencyFromShrines","",134,5,-1
63,"KillTrialmasterWithoutBeingHitByHeart",135,"",0,-1
64,"KillGnarBeforeStonebeak",136,"",1,-1
65,"KillGnarBeforeDamagingStonebeak",137,"",0,-1
66,"DefeatTrioCrystalOreMapWhileAffectedByRighteousFire","",138,2,-1
67,"KillUhtredWithoutBeingAffectedByGlimpseOfInfinityOrIndifferenceOfTheCosmos",139,"",0,-1
68,"KillUhtredWithoutTriggeringSeekingStar",140,"",0,-1
69,"KillMedvedAfterFiveArachnidFamiliarSummons",141,"",5,-1
70,"KillMedvedAfterKilling3CultistsWithin5Seconds",142,"",1,-1
71,"KillMedvedWithoutKillingAnyCultists",143,"",0,-1
72,"KillVoranaWithoutCausingAnyOrbitingStarsToCollapse",144,"",0,-1
73,"KillVoranaAfterCausingAtLeast25OrbitingStarsToCollapse","",145,25,-1
74,"KillVoranaWithoutBeingHitByCollapsingOrbitingStarsOrTheirProjectiles",146,"",0,-1
75,"KillOlrothWhileBothRunicGatewaysAreActive",147,"",0,-1
76,"KillOlrothWhileBothCrystalStarsAreActive",148,"",0,-1
77,"KillOlrothWithoutBeingHitByCageOfLight",149,"",0,-1
78,"KillOlrothWithoutBeingAffectedByExterminatingFlames",150,"",0,-1
79,"KillStoneOfTheCurrentsWhile15FloodOrbsAreAlive","",151,15,-1
80,"KillAulWithoutBeingHitByAbyssSlam",152,"",0,-1
81,"KillUberElderWithoutBeingHitByBeamOrTentacles",153,"",0,-1
82,"KillUberAtziriWithoutBeingHitByStormCall",154,"",0,-1
83,"KillSirus8WithoutBeingHitByEndlessFire",155,"",0,-1
84,"KillMavenWithoutBeingHitByCascade",156,"",0,-1
85,"KillCrusaderWithoutBeingHitBySlam",157,"",0,-1
86,"KillHunterWithoutBeingHitByStabSlam",158,"",0,-1
87,"KillRedeemerWithoutBeingHitByTornadoes",159,"",0,-1
88,"KillWarlordWithoutBeingHitByBanners",160,"",0,-1
89,"KillBlackStarWithoutBeingHitByMeteors",161,"",0,-1
90,"KillInfiniteHungerWithoutBeingTeleported",162,"",0,-1
91,"KillEaterOfWorldsWithoutDrowning",163,"",0,-1
92,"KillSearingExarchWithoutBeingHitByRollingMeteors",164,"",0,-1
93,"KillShaperWithoutBeingAffectedByShaperBeam",165,"",0,-1
94,"KillShaperWithoutDetonatingAnomaly",63,"",0,-1
95,"KillBlackStarWith30StacksOfAnnihilatingLightAndWithoutGainingStacksOfCrushingDarkness",166,"",0,-1
96,"KillBlackStarWith30StacksOfCrushingDarknessAndWithoutGainingStacksOfAnnihilatingLight",167,"",0,-1
97,"KillBlackStarWithoutGainingMoreThan5StacksOfCrushingDarknessOrAnnihilatingLight",168,"",0,-1
98,"KillInfiniteHungerWithoutBeingHitByVomit",169,"",0,-1
99,"KillInfiniteHungerWithoutGainingMoreThan20StacksOfCorrosiveHunger",170,"",0,-1
100,"KillInfiniteHungerAfterBeingPulledUnder3Times","",171,3,-1
101,"KillSearingExarchWithoutBeingAffectedByCauterisedFlesh",172,"",0,-1
102,"KillSearingExarchWithoutBeingHitByAnnihilation",173,"",0,-1
103,"KillEaterOfWorldsAfterBeginningToDrownAtLeast10Times","",174,10,-1
104,"KillEaterOfWorldsWithoutBeingAffectedByMoreThan10StacksOfInescapableDoom",175,"",0,-1
105,"KillUberElderAfterDefeating3MadnessPropagatorsWithin5Seconds",176,"",0,-1
106,"KillUberElderWithoutTakingDamageFromShaperBeam",177,"",0,-1
107,"KillUberElderWithoutDetonatingVolatileAnomalies",178,"",0,-1
108,"KillUberElderAfterDetonatingAtLeast20VolatileAnomalies",179,"",20,-1
109,"KillMavenWithoutBeingHitByCascadeOfPain",180,"",0,-1
110,"KillMavenAfterCompleting5MemoryGames","",181,5,-1
111,"KillMavenWithoutBeingAffectedByGravityWell",182,"",0,-1
112,"KillUberAtziriWithoutBeingHitByFlameblast",183,"",0,-1
113,"KillVaalOmnitectWithoutDamageFromFlameThrower",184,"",0,-1
114,"KillVaalOmnitectAfterUsedFlameThrower","",185,1,-1
