"rownum","Id","[rid]","i32","i32","rid"
0,"anger_aura_end",[829],3,2,""
1,"hatred_aura_end",[830],3,2,""
2,"hatred_aura_end",[1460],3,3,""
3,"wrath_aura_end",[828],3,2,""
4,"haste_aura_end",[799],3,2,""
5,"steelskin_block",[3076],1,0,""
6,"steelskin_block",[5087],1,1,""
7,"steelskin_block",[3077],1,2,""
8,"cremation_explosion",[1651],1,0,""
9,"cremation_explosion",[1651],1,1,""
10,"cremation_explosion",[1802],1,2,""
11,"cremation_explosion",[1827],1,3,""
12,"cremation_explosion",[1654],1,4,""
13,"cremation_explosion",[5305],1,5,""
14,"cremation_explosion",[5458],1,6,""
15,"cremation_explosion",[5480],1,7,""
16,"cremation_geyser",[1652],3,0,""
17,"cremation_geyser",[1652],3,1,""
18,"cremation_geyser",[1803],3,2,""
19,"cremation_geyser",[1828],3,3,""
20,"cremation_geyser",[1655],3,4,""
21,"cremation_geyser",[5304],3,5,""
22,"cremation_geyser",[5457],3,6,""
23,"cremation_geyser",[5479],3,7,""
24,"cremation_impact",[1650],1,0,""
25,"cremation_impact",[1650],1,1,""
26,"cremation_impact",[1801],1,2,""
27,"cremation_impact",[1826],1,3,""
28,"cremation_impact",[1653],1,4,""
29,"cremation_impact",[5303],1,5,""
30,"cremation_impact",[5456],1,6,""
31,"cremation_impact",[5478],1,7,""
32,"consecrated_path_slam",[2202],1,0,""
33,"consecrated_path_slam",[2537],1,1,""
34,"consecrated_path_slam",[4445],1,2,""
35,"consecrated_path_slam",[4451],1,3,""
36,"consecrated_path_teleport",[2203],1,0,""
37,"consecrated_path_teleport",[2538],1,1,""
38,"consecrated_path_teleport",[4446],1,2,""
39,"consecrated_path_teleport",[4452],1,3,""
40,"consecrated_path_range",[2204],1,0,""
41,"consecrated_path_range",[2539],1,1,""
42,"consecrated_path_range",[4447],1,2,""
43,"consecrated_path_range",[4453],1,3,""
44,"consecrated_path_slam_ancestral",[4142],1,0,11895
45,"consecrated_path_slam_ancestral",[4448],1,2,11895
46,"consecrated_path_slam_ancestral",[4454],1,3,11895
47,"consecrated_path_teleport_ancestral",[4143],1,0,11895
48,"consecrated_path_teleport_ancestral",[4449],1,2,11895
49,"consecrated_path_teleport_ancestral",[4455],1,3,11895
50,"consecrated_path_range_ancestral",[4144],1,0,11895
51,"consecrated_path_range_ancestral",[4450],1,2,11895
52,"consecrated_path_range_ancestral",[4456],1,3,11895
53,"divine_cry",[5500],1,0,""
54,"divine_cry",[5946],1,2,""
55,"divine_cry",[4395],1,3,""
56,"absolution_blast",[5534],1,0,""
57,"absolution_blast",[5536],1,1,""
58,"absolution_blast_convert",[5573],3,0,""
59,"absolution_blast_convert",[5573],3,1,""
60,"absolution_blast_shockwave",[5535],3,0,14240
61,"absolution_blast_shockwave",[5537],3,1,14240
62,"absolution_blast_lite",[5674],1,0,""
63,"absolution_blast_lite",[5536],1,1,""
64,"soulfeast_primary_explode",[5520],1,0,""
65,"soulfeast_wall_explode",[5619],1,0,""
66,"soulfeast_primary_explode",[6381],1,1,""
67,"soulfeast_wall_explode",[6382],1,1,""
68,"mana_void",[5521],3,0,""
69,"mana_void_rect_1",[5522],3,0,""
70,"mana_void_rect_2",[5523],3,0,""
71,"mana_void_rect_3",[5524],3,0,""
72,"mana_void_rect_4",[5525],3,0,""
73,"mana_void_lite",[5667],3,0,""
74,"mana_void_rect_1_lite",[5668],3,0,""
75,"mana_void_rect_2_lite",[5669],3,0,""
76,"mana_void_rect_3_lite",[5670],3,0,""
77,"mana_void_rect_4_lite",[5671],3,0,""
78,"mana_void_unleash",[5672],3,0,""
79,"storm_rain_arrow",[5516],1,0,""
80,"storm_rain_impact",[5513],1,0,""
81,"storm_rain_muzzle_flash",[5532],1,0,""
82,"igniting_flask_flask",[5586],1,0,""
83,"igniting_flask_explode_base",[5569],1,0,""
84,"igniting_flask_explode_base_wall",[5584],1,0,""
