"rownum","BaseItemType","Scaling","Name"
0,9024,0.85,"Bazira"
1,9025,0.85,"Tsvet Matvei"
2,9026,0.85,"Bazira"
3,9027,0.85,"Count Geonor"
4,9028,0.85,"The Crimson Scribe"
5,9029,0.85,"The Midnight Tinkerer"
6,9030,0.85,"Aline Koltz"
7,9031,0.85,"Tsvet Matvei"
8,9032,0.85,"Administrator Qotra"
9,9033,0.85,"Count Geonor"
10,9034,0.85,"Nishem"
11,9035,0.85,"Aline Koltz"
12,9036,0.85,"Count Geonor"
13,9037,0.85,"Marcine Clavus"
14,9038,0.85,"Marcine Clavus"
15,9039,0.85,"Marcine Clavus"
16,9040,0.85,"Marcine Clavus"
17,9041,0.85,"Marcine Clavus"
18,9042,1.2,"Selwyn Eddard"
19,9043,1.2,"Kondor Larcius"
20,9044,1.2,"Grond Ironeye"
21,9045,1.2,"Bazira"
22,9046,1.2,"Bazira"
23,9047,1.2,"Kondor Larcius"
24,9048,1.2,"The Crimson Scribe"
25,9049,1.2,"Administrator Qotra"
26,9050,1.2,"Administrator Qotra"
27,9051,1.2,"The Crimson Scribe"
28,9052,1.2,"Remus Hestor"
29,9053,1.2,"Nishem"
30,9054,1.2,"The Crimson Scribe"
31,9055,1.2,"Anton Laffrey"
32,9056,1.5,"Tsvet Matvei"
33,9057,1.5,"Kondor Larcius"
34,9058,1.5,"The Midnight Tinkerer"
35,9059,1.5,"Bazira"
36,9060,1.5,"Kondor Larcius"
37,9061,1.5,"The Crimson Scribe"
38,9062,3,"Administrator Qotra"
39,9063,3,"Cardinal Uthelius"
40,9064,3,"Castor Pollinius III"
41,9065,0.3,""
42,9066,0.3,""
43,9067,0.3,""
44,9068,0.3,""
45,9069,0.3,""
46,9070,0.3,""
47,9071,0,"Karst"
48,9072,0,"Karst"
49,9073,0,"Karst"
50,9074,0,"Tibbs"
51,9075,0,"Tibbs"
52,9076,0,"Huck"
53,9077,0,"Huck"
54,9078,0,"Vinderi"
55,9079,0,"Vinderi"
56,9080,0,"Gianna"
57,9081,0,"Gianna"
58,9082,0,"Tullina"
59,9083,0,"Tullina"
60,9084,0,"Niles"
61,9085,0,"Niles"
62,9086,0,"Nenet"
63,9087,0,"Nenet"
64,9088,0,"Isla"
65,9089,0,"Isla"
66,9090,0,"Isla"
67,9091,0,"Adiyah"
68,9092,0,"Adiyah"
69,9093,0,"Adiyah"
70,9094,0,"Whakano"
71,9095,0,"Whakano"
72,9096,0,"Whakano"
73,9097,0,"Faustus"
74,9099,0,"Faustus"
75,9100,0,"Faustus"
76,9101,0,"Kurai"
77,9102,0,"Kurai"
78,9103,0,"Kurai"
79,9104,0,"Kurai"
