"rownum","Id","StatsKey","bool","StatMin","StatMax","bool"
0,"IsMagic",1945,"",1,1,""
1,"IsRare",1945,"",2,2,""
2,"IsUnique",1945,"",3,3,""
3,"IsTwinned",980,1,1,1,""
4,"IsUnidentified",1357,1,1,1,""
5,"IsCorrupted",2522,1,1,1,""
6,"Has4ExplicitMods",4492,1,4,4,""
7,"Has5ExplicitMods",4492,1,5,5,""
8,"Has8ExplicitMods",4492,1,8,8,""
9,"Has10TotalMods",6494,1,10,10,""
10,"Has3Leaguestones",5798,1,3,3,""
11,"HasZanaMod",7690,1,1,1,""
12,"HasCraftedMods",7691,1,1,1,""
13,"HasShaperInfluence",6830,"",1,1,""
14,"HasElderInfluence",6830,"",2,2,""
15,"HasShaperOrElderInfluence",6830,"",1,2,""
16,"IsWhiteTier",10014,"",1,5,""
17,"IsYellowTier",10014,"",6,10,""
18,"IsRedTier",10014,"",11,16,""
19,"IsTier16",10014,"",16,16,""
20,"HasSextantMod",5831,1,1,1,""
21,"HasNemesisSextant",4932,1,1,1,""
22,"HasGroundHasteSextant",5053,1,1,1,""
23,"HasNoReflectSextant",5079,1,1,1,""
24,"HasExtraTeamMonstersSextant",5087,1,1,1,""
25,"HasBodyguardsSextant",5116,1,1,1,""
26,"HasBarrelSextant1",5113,1,1,1,""
27,"HasBarrelSextant2",5140,1,1,1,""
28,"HasBarrelSextant3",5141,1,1,1,""
29,"HasBarrelSextant4",5142,1,1,1,""
30,"HasBarrelSextant5",5143,1,1,1,""
31,"HasBarrelSextant6",5144,1,1,1,""
32,"HasConvertOnDeathSextant",5086,1,1,1,""
33,"HasOnslaughtIfHitRecentlySextant",5036,1,1,1,""
34,"HasQualityAffectsRaritySextant",5071,1,1,1,""
35,"HasCorruptedDropsSextant",5073,1,1,1,""
36,"HasMinStrongboxRaritySextant",5139,1,1,1,""
37,"HasPossessedRustedScarabSextant",9338,1,1,1,""
38,"HasPossessedPolishedScarabSextant",9339,1,1,1,""
39,"HasPossessedGildedScarabSextant",9340,1,1,1,""
40,"HasPossessedWingedScarabSextant",9341,1,1,1,""
41,"HasPossessedUniqueDropSextant",9342,1,1,1,""
42,"HasPossessedMapDropSextant",9343,1,1,1,""
43,"HasShrineDurationSextant",5711,1,1,1,""
44,"HasCurrencyShardSextant",9347,1,1,1,""
45,"HasVaalMonstersSextant",9371,1,1,1,""
46,"HasBeyondSextant",9362,1,1,1,""
47,"HasTormentBetrayersSextant",9400,1,1,1,""
48,"HasTormentHereticsSextant",9401,1,1,1,""
49,"HasTormentGraverobbersSextant",9399,1,1,1,""
50,"HasCorruptEssenceSextant",9813,1,1,1,""
51,"HasTempests",3120,1,1,1,""
52,"HasLegionSextant",9359,1,1,1,""
53,"HasQuality",5072,1,20,20,""
54,"IsDeliriumMap",11507,1,1,1,""
55,"IsMaximumDelirium",11507,1,100,100,""
56,"AwakeningLevel8",10708,1,8,8,""
57,"ContainsElderGuardian",6550,1,1,1,""
58,"IsBlightedMap",10345,1,1,1,""
59,"IsUberBlightedMap",14776,1,1,1,""
60,"IsT10PlusHellscapeMap",15084,1,10,10,""
61,"HasIncreasedAreaOfEffect",3245,1,1,1,""
62,"HasMinusMaxResistances",1008,"",-1,-1,1
63,"HasAdditionalProjectiles",995,1,1,1,""
64,"HasAttackSpeed",991,1,1,1,""
65,"HasCastSpeed",992,1,1,1,""
66,"HasMovementSpeed",990,1,1,1,""
67,"Has4SextantMods",5831,1,4,4,""
68,"HasTangleInfluence",10600,"",1,1,""
69,"HasCleansingFireInfluence",10600,"",2,2,""
70,"HasHeightOfHubrisAffectingArea",16079,1,1,1,""
71,"Has70PercentBossAoE",3255,1,70,70,""
72,"IsTier14Plus",10014,1,14,14,""
73,"Expedition5Remnants",14660,1,5,5,""
74,"Expedition15Remnants",14660,1,15,15,""
75,"IsLastMapOfAMemoryLine",16651,1,1,1,""
76,"IsFirstMapOfMemoryLineTier14Plus",16652,1,14,14,""
77,"IsAbyssMemoryLine",16653,"",1,1,""
78,"IsAmbushMemoryLine",16653,"",2,2,""
79,"IsAnarchyMemoryLine",16653,"",3,3,""
80,"IsBestiaryMemoryLine",16653,"",4,4,""
81,"IsBetrayalMemoryLine",16653,"",5,5,""
82,"IsBlightMemoryLine",16653,"",6,6,""
83,"IsBreachMemoryLine",16653,"",7,7,""
84,"IsDeliriumMemoryLine",16653,"",8,8,""
85,"IsDominationMemoryLine",16653,"",9,9,""
86,"IsEssenceMemoryLine",16653,"",10,10,""
87,"IsExpeditionMemoryLine",16653,"",11,11,""
88,"IsHarvestMemoryLine",16653,"",12,12,""
89,"IsHeistMemoryLine",16653,"",13,13,""
90,"IsIncursionMemoryLine",16653,"",14,14,""
91,"IsLegionMemoryLine",16653,"",15,15,""
92,"IsMetamorphMemoryLine",16653,"",16,16,""
93,"IsRitualMemoryLine",16653,"",17,17,""
94,"IsTormentMemoryLine",16653,"",18,18,""
95,"IsHarbingerMemoryLine",16653,"",19,19,""
